ASDAGE,ASRREA,ASRLIT,ASRINF,ASRIIE,ASRRSI,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELA,ASBHENA,ASBHELN,ASBHELT,ASBHPCS,ASBHPLR,ACBG09,ACBG15,ACBG16,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ITSEX,ASRIBM,ASBG03,ASBG05A,ASBG05B,ASBG05E,ASBG05F,ASBG05G,ASBG05H,ASBG05I,ASBG05J,ASBG05K,ASBG06,ASBG07A,ASBG07B,ASBG08A,ASBG08B,ASBG10F,ASBR03A,ASBR03B,ASBR03C,ASBR04,ASBR05,ASDGSEC,ASDGSSB,ASDGSB,ASDGERL,ASDGDRL,ASDGSLR,ASDGSCR,ASDG05S,ASBH02A,ASBH02B,ASBH03A,ASBH03B,ASBH03C,ASBH03D,ASBH03E,ASBH04,ASBH06,ASBH07F,ASBH09,ASBH14A,ASBH14B,ASBH14C,ASBH16,ASBH18AA,ASBH18AB,ASBH18BA,ASBH18BB,ASBH18CA,ASBH18CB,ASBH18DA,ASBH18DB,ASBH18EA,ASBH18EB,ASBH19,ASBH20A,ASBH20B,ASBH20C,ASBH21A,ASBH21B,ASBH21C,ASBH21D,ASBH22,ASDGHRL,ASDHSES,ASDHELA,ASDHENA,ASDHELN,ASDHELT,ASDHPCS,ASDHPLR,ASDHAPS,ASDHEDUP,ASDHOCCP,ACBG04,ACBG05A,ACBG05B,ACBG07A,ACBG07B,ACBG07C,ACBG08,ACBG13,ACBG14A,ACBG14B,ACBG14C,ACBG14D,ACBG14E,ACBG14F,ACBG14G,ACBG14H,ACBG14I,ACBG14J,ACBG14K,ACBG14L,ACBG14M,ACBG14N,ACBG17,ACBG18A,ACBG18B,ACBG18C,ACBG19,ACBG20,ACBG21A,ACBG21B,ACBG21C,ACBG21D,ACBG21E,ACBG21F,ACDGRRS,ACDGEAS,ACDGDAS,ACDGSBC,ATBG02,ATBG03,ATBG05AA,ATBG05AB,ATBG05AC,ATBG05AD,ATBG05BA,ATBG05BB,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BH,ATBG05BI,ATBG05BJ,ATBG05BK,ATBG06,ATBG07AA,ATBG07BA,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07AD,ATBG07BD,ATBG07AE,ATBG07BE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08A,ATBG08B,ATBG08C,ATBG08D,ATBG08E,ATBG09A,ATBG09B,ATBG09C,ATBG09D,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07AD,ATBR07BA,ATBR07BB,ATBR07BC,ATBR07BD,ATBR08A,ATBR08B,ATBR08C,ATBR08D,ATBR08E,ATBR08F,ATBR08G,ATBR08H,ATBR09A,ATBR09B,ATBR09C,ATBR09D,ATBR09E,ATBR09F,ATBR09G,ATBR09H,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10I,ATBR10J,ATBR10K,ATBR10L,ATBR11A,ATBR11B,ATBR11C,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12BD,ATBR12C,ATBR12DA,ATBR12DB,ATBR12DC,ATBR12EA,ATBR12EB,ATBR12EC,ATBR12ED,ATBR12EE,ATBR13A,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR15,ATBR16,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18B,ATBR18C,ATBR18D,ATBR18E,ATBR19,ATDGEAS,ATDGSOS,ATDGTJS,ATDGSLI
10.25,351.41750399999995,365.765036,384.3247,328.925314,349.046674,10.50352,12.852619999999998,8.8384,10.0428,9.60657,10.45984,8.72693,10.54337,10.34719,10.26741,10.9917,10.61066,10.10135,10.83953,6.9618,32.0,4.0,4.0,6.42218,5.90757,5.97355,910.0,4.0,20.0,20.0,3.0,9.0,7.0062,6.054530000000001,5.21324,7.52318,68.25,45.5,1,1,3,1,1,1,2,1,2,2,1,2,4,3,3,2,2,1,1,2,2,3,3,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,6,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,3,2,2,2,1,1,2,1,3,3,1,1,5,3,4,1,2,1,1,1,1,1,1,1,1,2,3,4,4,4,4,5,5,5,3,1,1,2,5,1,1,1,2,2,1,1,3,3,3,2,1,2,2,2,2,1,2,1,2,3,3,2,3,1,2,2,1,3,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,3,2,2,2,3,3,3,4,2,4,4,3,2,3,3,3,1,1,1,2,2,3,2,3,2,2,1,2,3,2,2,3,3,1,1,2,2,2,2,1,3,3,3,4,4,2,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,3,2,2,1,2,1,2,1,1,2,1,2,2,1,5,3,3,3,2
9.42,341.62365,393.227672,373.084694,368.2983860000001,353.854952,8.55821,8.64972,7.636919999999999,7.63232,8.31437,8.22519,8.1368,10.54337,10.34719,12.02203,13.20593,12.69565,10.801940000000002,10.83953,10.47786,32.0,4.0,4.0,6.42218,5.90757,5.97355,910.0,4.0,20.0,20.0,3.0,9.0,7.0062,6.054530000000001,5.21324,7.52318,68.25,45.5,2,1,4,1,2,1,2,1,1,1,2,1,5,2,4,2,1,1,2,1,3,2,2,2,2,3,2,2,3,3,3,1,1,2,2,1,2,2,4,1,1,2,1,1,1,6,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,3,1,1,5,3,4,1,2,1,1,1,1,1,1,1,1,2,3,4,4,4,4,5,5,5,3,1,1,2,5,1,1,1,2,2,1,1,3,3,3,2,1,2,2,2,2,1,2,1,2,3,3,2,3,1,2,2,1,3,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,3,2,2,2,3,3,3,4,2,4,4,3,2,3,3,3,1,1,1,2,2,3,2,3,2,2,1,2,3,2,2,3,3,1,1,2,2,2,2,1,3,3,3,4,4,2,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,3,2,2,1,2,1,2,1,1,2,1,2,2,1,5,3,3,3,2
10.0,331.90711,303.672322,315.7041539999999,289.90525,309.68156200000004,8.72691,8.23773,8.8384,8.54449,9.89746,7.097489999999999,7.84162,9.29058,9.3078,8.05673,9.62426,8.78784,9.422330000000002,8.46496,8.67085,32.0,4.0,4.0,6.42218,5.90757,5.97355,910.0,4.0,20.0,20.0,3.0,9.0,7.0062,6.054530000000001,5.21324,7.52318,68.25,45.5,2,1,3,1,1,1,1,1,2,2,1,2,1,3,4,2,1,1,2,2,3,4,3,2,2,2,2,2,3,3,2,1,1,2,2,1,1,2,3,2,1,2,1,1,1,5,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,4,1,2,5,3,4,1,2,1,1,1,1,1,1,1,1,2,3,4,4,4,4,5,5,5,3,1,1,2,5,1,1,1,2,2,1,1,3,3,3,2,1,2,2,2,2,1,2,1,2,3,3,2,3,1,2,2,1,3,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,3,2,2,2,3,3,3,4,2,4,4,3,2,3,3,3,1,1,1,2,2,3,2,3,2,2,1,2,3,2,2,3,3,1,1,2,2,2,2,1,3,3,3,4,4,2,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,3,2,2,1,2,1,2,1,1,2,1,2,2,1,5,3,3,3,2
10.25,425.396672,423.676144,440.912212,446.4746740000001,438.22737,9.00789,9.15299,8.49098,7.8348,8.31437,10.14141,9.399640000000002,12.9561,8.92588,7.16522,10.9917,9.00134,9.422330000000002,6.80582,7.8339,32.0,4.0,4.0,6.42218,5.90757,5.97355,910.0,4.0,20.0,20.0,3.0,9.0,7.0062,6.054530000000001,5.21324,7.52318,68.25,45.5,2,2,3,1,1,1,1,2,1,2,1,2,5,2,3,2,1,1,1,1,2,4,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,4,3,3,2,1,1,1,6,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,3,1,2,3,4,2,5,3,4,1,2,1,1,1,1,1,1,1,1,2,3,4,4,4,4,5,5,5,3,1,1,2,5,1,1,1,2,2,1,1,3,3,3,2,1,2,2,2,2,1,2,1,2,3,3,2,3,1,2,2,1,3,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,3,2,2,2,3,3,3,4,2,4,4,3,2,3,3,3,1,1,1,2,2,3,2,3,2,2,1,2,3,2,2,3,3,1,1,2,2,2,2,1,3,3,3,4,4,2,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,3,2,2,1,2,1,2,1,1,2,1,2,2,1,5,3,3,3,2
9.58,342.903442,360.426908,308.995658,313.255996,331.217366,10.12086,12.852619999999998,7.76886,10.66007,7.23115,11.92201,9.8041,10.22238,9.99175,10.26741,10.9917,10.61066,7.97118,10.10603,8.67085,32.0,4.0,4.0,6.42218,5.90757,5.97355,910.0,4.0,20.0,20.0,3.0,9.0,7.0062,6.054530000000001,5.21324,7.52318,68.25,45.5,1,1,3,1,2,1,2,1,2,2,1,2,3,1,2,2,1,1,1,1,2,2,1,2,1,2,1,3,1,2,2,1,1,2,2,1,1,2,3,2,1,3,1,1,1,5,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,3,1,2,4,1,2,5,3,4,1,2,1,1,1,1,1,1,1,1,2,3,4,4,4,4,5,5,5,3,1,1,2,5,1,1,1,2,2,1,1,3,3,3,2,1,2,2,2,2,1,2,1,2,3,3,2,3,1,2,2,1,3,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,3,2,2,2,3,3,3,4,2,4,4,3,2,3,3,3,1,1,1,2,2,3,2,3,2,2,1,2,3,2,2,3,3,1,1,2,2,2,2,1,3,3,3,4,4,2,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,3,2,2,1,2,1,2,1,1,2,1,2,2,1,5,3,3,3,2
10.42,546.366906,511.7795180000001,570.582394,553.446292,572.78541,10.50352,6.27818,9.528710000000002,7.25705,10.57259,7.495559999999999,10.28978,8.94299,8.92588,7.16522,10.9917,9.00134,9.0796,10.83953,8.45942,32.0,4.0,4.0,6.42218,5.90757,5.97355,910.0,4.0,20.0,20.0,3.0,9.0,7.0062,6.054530000000001,5.21324,7.52318,68.25,45.5,2,4,1,1,1,2,2,1,2,1,2,2,5,1,3,1,2,1,2,1,4,4,1,1,3,1,2,2,3,1,3,2,3,1,2,2,2,2,1,3,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,3,1,2,4,2,2,5,3,4,1,2,1,1,1,1,1,1,1,1,2,3,4,4,4,4,5,5,5,3,1,1,2,5,1,1,1,2,2,1,1,3,3,3,2,1,2,2,2,2,1,2,1,2,3,3,2,3,1,2,2,1,3,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,3,2,2,2,3,3,3,4,2,4,4,3,2,3,3,3,1,1,1,2,2,3,2,3,2,2,1,2,3,2,2,3,3,1,1,2,2,2,2,1,3,3,3,4,4,2,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,3,2,2,1,2,1,2,1,1,2,1,2,2,1,5,3,3,3,2
10.08,337.599126,331.840476,367.66775199999995,331.881202,360.868246,9.51164,9.15299,7.636919999999999,8.28542,9.00419,7.865749999999999,7.532170000000001,8.94299,7.92896,8.05673,10.04897,9.00134,9.761769999999999,6.80582,8.04235,32.0,4.0,4.0,6.42218,5.90757,5.97355,910.0,4.0,20.0,20.0,3.0,9.0,7.0062,6.054530000000001,5.21324,7.52318,68.25,45.5,2,1,3,1,1,2,2,2,1,2,2,2,4,3,1,3,3,2,2,3,1,3,1,2,2,3,2,2,3,3,3,1,1,2,2,1,1,2,3,2,3,1,1,1,1,6,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2,3,4,4,2,5,3,4,1,2,1,1,1,1,1,1,1,1,2,3,4,4,4,4,5,5,5,3,1,1,2,5,1,1,1,2,2,1,1,3,3,3,2,1,2,2,2,2,1,2,1,2,3,3,2,3,1,2,2,1,3,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,3,2,2,2,3,3,3,4,2,4,4,3,2,3,3,3,1,1,1,2,2,3,2,3,2,2,1,2,3,2,2,3,3,1,1,2,2,2,2,1,3,3,3,4,4,2,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,3,2,2,1,2,1,2,1,1,2,1,2,2,1,5,3,3,3,2
9.67,509.69323800000006,482.16872,561.439192,521.242914,522.663146,8.53686,12.852619999999998,9.03816,8.23614,11.50099,8.96826,9.399640000000002,8.54792,8.47905,4.87777,7.99769,6.533990000000001,10.445390000000002,7.91212,9.46085,32.0,4.0,4.0,6.42218,5.90757,5.97355,910.0,4.0,20.0,20.0,3.0,9.0,7.0062,6.054530000000001,5.21324,7.52318,68.25,45.5,2,3,1,1,2,1,2,2,2,1,2,2,5,4,4,1,1,1,1,1,4,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,3,3,2,3,2,2,2,4,3,2,5,3,4,1,2,1,1,1,1,1,1,1,1,2,3,4,4,4,4,5,5,5,3,1,1,2,5,1,1,1,2,2,1,1,3,3,3,2,1,2,2,2,2,1,2,1,2,3,3,2,3,1,2,2,1,3,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,3,2,2,2,3,3,3,4,2,4,4,3,2,3,3,3,1,1,1,2,2,3,2,3,2,2,1,2,3,2,2,3,3,1,1,2,2,2,2,1,3,3,3,4,4,2,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,3,2,2,1,2,1,2,1,1,2,1,2,2,1,5,3,3,3,2
11.33,444.214308,415.463674,475.60599,470.62164200000007,473.688034,10.12086,12.852619999999998,12.567489999999998,9.56347,12.18062,8.04592,8.1368,9.60729,9.3078,9.79887,11.55635,10.61066,6.51512,12.13203,9.34052,22.0,28.0,11.0,9.24037,8.7756,11.79092,975.33333,5.0,11.0,11.0,2.0,5.0,7.0062,6.83434,9.82876,9.68037,158.33333,28.5,2,2,1,1,1,1,1,1,2,1,1,1,2,4,4,3,2,1,3,2,4,4,1,2,1,1,1,1,3,3,3,1,1,1,2,2,2,2,1,1,2,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,1,1,3,1,2,4,3,2,1,6,2,1,2,1,1,2,1,1,1,2,2,2,2,3,3,4,3,4,4,3,3,2,1,2,1,1,2,1,2,1,1,1,2,3,1,2,1,2,1,1,2,2,3,2,3,3,3,3,3,2,2,3,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,3,4,4,3,2,3,3,3,4,3,3,3,3,2,2,3,3,2,2,3,3,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,2,2,2,3,3,3,3,3,1,1,3,1,2,1,3,2,2,1,1,1,1,2,2,1,2,3,2,2,2
9.92,442.314748,414.40577600000006,491.572754,456.648262,460.4938639999999,9.51164,8.64972,10.28695,7.63232,8.6804,7.865749999999999,8.1368,10.54337,10.72985,9.35253,11.55635,10.3576,9.0796,10.83953,10.70552,22.0,28.0,11.0,9.24037,8.7756,11.79092,975.33333,5.0,11.0,11.0,2.0,5.0,7.0062,6.83434,9.82876,9.68037,158.33333,28.5,2,2,3,1,1,1,1,1,2,1,1,1,4,4,4,2,2,2,1,1,4,3,2,2,2,1,2,2,3,3,3,1,1,1,2,2,2,2,1,2,2,4,1,1,1,5,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,3,1,1,4,2,2,1,6,2,1,2,1,1,2,1,1,1,2,2,2,2,3,3,4,3,4,4,3,3,2,1,2,1,1,2,1,2,1,1,1,2,3,1,2,1,2,1,1,2,2,3,2,3,3,3,3,3,2,2,3,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,3,4,4,3,2,3,3,3,4,3,3,3,3,2,2,3,3,2,2,3,3,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,2,2,2,3,3,3,3,3,1,1,3,1,2,1,3,2,2,1,1,1,1,2,2,1,2,3,2,2,2
11.0,456.328968,449.520146,445.9363100000001,443.372078,470.786034,9.51164,7.55475,9.85265,6.72566,9.052,6.649260000000001,8.1368,8.50196,8.54487,8.91792,9.62426,9.2165,10.801940000000002,12.13203,9.10865,22.0,28.0,11.0,9.24037,8.7756,11.79092,975.33333,5.0,11.0,11.0,2.0,5.0,7.0062,6.83434,9.82876,9.68037,158.33333,28.5,2,2,2,1,2,1,1,1,2,1,1,2,5,1,3,1,1,1,4,4,4,1,1,2,2,1,3,2,3,3,2,1,1,1,2,2,2,2,1,3,1,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,4,5,2,1,6,2,1,2,1,1,2,1,1,1,2,2,2,2,3,3,4,3,4,4,3,3,2,1,2,1,1,2,1,2,1,1,1,2,3,1,2,1,2,1,1,2,2,3,2,3,3,3,3,3,2,2,3,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,3,4,4,3,2,3,3,3,4,3,3,3,3,2,2,3,3,2,2,3,3,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,2,2,2,3,3,3,3,3,1,1,3,1,2,1,3,2,2,1,1,1,1,2,2,1,2,3,2,2,2
9.83,525.566282,529.6591,535.1217280000001,545.3403259999999,510.369612,8.53686,12.852619999999998,7.50627,13.33453,9.30655,10.83607,9.0457,8.50196,9.56728,11.85697,10.11207,10.90393,13.91988,12.13203,10.14182,22.0,28.0,11.0,9.24037,8.7756,11.79092,975.33333,5.0,11.0,11.0,2.0,5.0,7.0062,6.83434,9.82876,9.68037,158.33333,28.5,1,3,1,2,2,2,2,2,2,2,2,2,5,3,3,1,2,1,2,2,2,1,2,2,1,3,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,4,2,4,1,6,2,1,2,1,1,2,1,1,1,2,2,2,2,3,3,4,3,4,4,3,3,2,1,2,1,1,2,1,2,1,1,1,2,3,1,2,1,2,1,1,2,2,3,2,3,3,3,3,3,2,2,3,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,3,4,4,3,2,3,3,3,4,3,3,3,3,2,2,3,3,2,2,3,3,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,2,2,2,3,3,3,3,3,1,1,3,1,2,1,3,2,2,1,1,1,1,2,2,1,2,3,2,2,2
11.5,533.54689,518.974524,571.2811099999999,541.1029699999999,531.5843280000001,8.34208,9.15299,9.03816,7.440709999999999,10.98651,8.40525,8.428240000000002,8.54792,8.92588,9.79887,9.62426,9.65595,9.761769999999999,8.994789999999998,9.10865,22.0,28.0,11.0,9.24037,8.7756,11.79092,975.33333,5.0,11.0,11.0,2.0,5.0,7.0062,6.83434,9.82876,9.68037,158.33333,28.5,2,3,1,1,1,1,1,1,2,2,2,2,5,3,2,1,2,1,2,3,3,4,1,3,2,2,2,2,2,2,3,2,1,1,2,2,2,2,1,2,2,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,4,4,2,1,6,2,1,2,1,1,2,1,1,1,2,2,2,2,3,3,4,3,4,4,3,3,2,1,2,1,1,2,1,2,1,1,1,2,3,1,2,1,2,1,1,2,2,3,2,3,3,3,3,3,2,2,3,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,3,4,4,3,2,3,3,3,4,3,3,3,3,2,2,3,3,2,2,3,3,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,2,2,2,3,3,3,3,3,1,1,3,1,2,1,3,2,2,1,1,1,1,2,2,1,2,3,2,2,2
12.08,464.31228,465.25002400000005,474.80025000000006,471.663158,479.964284,10.50352,8.23773,8.183980000000004,9.1701,10.21804,10.45984,7.19857,9.915260000000002,9.99175,5.584780000000001,2.85854,4.467,7.545869999999999,10.10603,8.45942,22.0,28.0,11.0,9.24037,8.7756,11.79092,975.33333,5.0,11.0,11.0,2.0,5.0,7.0062,6.83434,9.82876,9.68037,158.33333,28.5,1,2,1,1,1,1,2,1,1,2,2,2,5,3,3,2,2,3,2,1,2,1,2,1,2,2,2,2,1,3,3,1,1,1,2,2,2,2,1,2,1,3,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,3,3,3,3,1,2,4,1,1,1,6,2,1,2,1,1,2,1,1,1,2,2,2,2,3,3,4,3,4,4,3,3,2,1,2,1,1,2,1,2,1,1,1,2,3,1,2,1,2,1,1,2,2,3,2,3,3,3,3,3,2,2,3,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,3,4,4,3,2,3,3,3,4,3,3,3,3,2,2,3,3,2,2,3,3,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,2,2,2,3,3,3,3,3,1,1,3,1,2,1,3,2,2,1,1,1,1,2,2,1,2,3,2,2,2
10.5,485.29710199999994,499.778048,455.925234,480.364024,467.782842,8.34208,9.15299,10.965,7.440709999999999,12.18062,7.495559999999999,7.84162,6.87523,7.22491,8.48851,10.04897,9.2165,9.0796,10.83953,10.14182,22.0,28.0,11.0,9.24037,8.7756,11.79092,975.33333,5.0,11.0,11.0,2.0,5.0,7.0062,6.83434,9.82876,9.68037,158.33333,28.5,2,3,2,2,1,1,2,1,2,2,2,2,5,3,4,1,1,1,3,4,3,3,1,3,2,1,2,1,3,3,2,1,1,1,2,2,2,2,1,2,1,1,1,2,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,1,2,1,4,4,1,6,2,1,2,1,1,2,1,1,1,2,2,2,2,3,3,4,3,4,4,3,3,2,1,2,1,1,2,1,2,1,1,1,2,3,1,2,1,2,1,1,2,2,3,2,3,3,3,3,3,2,2,3,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,3,4,4,3,2,3,3,3,4,3,3,3,3,2,2,3,3,2,2,3,3,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,2,2,2,3,3,3,3,3,1,1,3,1,2,1,3,2,2,1,1,1,1,2,2,1,2,3,2,2,2
10.17,578.2176500000002,536.777104,569.707846,564.342078,567.814404,7.90958,7.72096,9.528710000000002,9.56347,9.89746,8.04592,9.399640000000002,8.54792,8.47905,9.35253,10.9917,10.1163,11.18387,12.13203,10.47786,22.0,28.0,11.0,9.24037,8.7756,11.79092,975.33333,5.0,11.0,11.0,2.0,5.0,7.0062,6.83434,9.82876,9.68037,158.33333,28.5,2,4,1,2,2,1,2,1,1,2,2,2,5,4,3,1,1,1,4,4,4,3,1,3,2,1,1,2,3,2,2,1,1,1,2,2,2,2,1,2,1,3,1,2,1,5,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,3,2,1,2,2,1,1,4,2,2,1,6,2,1,2,1,1,2,1,1,1,2,2,2,2,3,3,4,3,4,4,3,3,2,1,2,1,1,2,1,2,1,1,1,2,3,1,2,1,2,1,1,2,2,3,2,3,3,3,3,3,2,2,3,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,3,4,4,3,2,3,3,3,4,3,3,3,3,2,2,3,3,2,2,3,3,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,2,2,2,3,3,3,3,3,1,1,3,1,2,1,3,2,2,1,1,1,1,2,2,1,2,3,2,2,2
9.25,559.847108,539.793216,517.561698,545.8953519999999,547.809718,7.453760000000001,9.82079,8.49098,7.440709999999999,9.89746,7.865749999999999,9.399640000000002,7.542070000000001,7.92896,10.83049,10.711271505483797,10.05603,10.445390000000002,12.13203,11.399000000000001,22.0,28.0,11.0,9.24037,8.7756,11.79092,975.33333,5.0,11.0,11.0,2.0,5.0,7.0062,6.83434,9.82876,9.68037,158.33333,28.5,1,4,1,1,1,1,1,1,2,2,2,2,5,3,3,3,2,1,3,2,3,1,1,3,1,2,2,2,3,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,3,3,3,1,2,2,2,1,1,4,3,2,1,6,2,1,2,1,1,2,1,1,1,2,2,2,2,3,3,4,3,4,4,3,3,2,1,2,1,1,2,1,2,1,1,1,2,3,1,2,1,2,1,1,2,2,3,2,3,3,3,3,3,2,2,3,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,3,4,4,3,2,3,3,3,4,3,3,3,3,2,2,3,3,2,2,3,3,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,2,2,2,3,3,3,3,3,1,1,3,1,2,1,3,2,2,1,1,1,1,2,2,1,2,3,2,2,2
