ASDAGE,ASRREA,ASRLIT,ASRINF,ASRIIE,ASRRSI,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELA,ASBHENA,ASBHELN,ASBHELT,ASBHPCS,ASBHPLR,ACBG09,ACBG15,ACBG16,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ITSEX,ASRIBM,ASBG03,ASBG05A,ASBG05B,ASBG05E,ASBG05F,ASBG05G,ASBG05H,ASBG05I,ASBG05J,ASBG05K,ASBG06,ASBG07A,ASBG07B,ASBG08A,ASBG08B,ASBG10F,ASBR03A,ASBR03B,ASBR03C,ASBR04,ASBR05,ASDGSEC,ASDGSSB,ASDGSB,ASDGERL,ASDGDRL,ASDGSLR,ASDGSCR,ASDG05S,ASBH02A,ASBH02B,ASBH03A,ASBH03B,ASBH03C,ASBH03D,ASBH03E,ASBH04,ASBH06,ASBH07F,ASBH09,ASBH14A,ASBH14B,ASBH14C,ASBH16,ASBH18AA,ASBH18AB,ASBH18BA,ASBH18BB,ASBH18CA,ASBH18CB,ASBH18DA,ASBH18DB,ASBH18EA,ASBH18EB,ASBH19,ASBH20A,ASBH20B,ASBH20C,ASBH21A,ASBH21B,ASBH21C,ASBH21D,ASBH22,ASDGHRL,ASDHSES,ASDHELA,ASDHENA,ASDHELN,ASDHELT,ASDHPCS,ASDHPLR,ASDHAPS,ASDHEDUP,ASDHOCCP,ACBG04,ACBG05A,ACBG05B,ACBG07A,ACBG07B,ACBG07C,ACBG08,ACBG13,ACBG14A,ACBG14B,ACBG14C,ACBG14D,ACBG14E,ACBG14F,ACBG14G,ACBG14H,ACBG14I,ACBG14J,ACBG14K,ACBG14L,ACBG14M,ACBG14N,ACBG17,ACBG18A,ACBG18B,ACBG18C,ACBG19,ACBG20,ACBG21A,ACBG21B,ACBG21C,ACBG21D,ACBG21E,ACBG21F,ACDGRRS,ACDGEAS,ACDGDAS,ACDGSBC,ATBG02,ATBG03,ATBG05AA,ATBG05AB,ATBG05AC,ATBG05AD,ATBG05BA,ATBG05BB,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BH,ATBG05BI,ATBG05BJ,ATBG05BK,ATBG06,ATBG07AA,ATBG07BA,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07AD,ATBG07BD,ATBG07AE,ATBG07BE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08A,ATBG08B,ATBG08C,ATBG08D,ATBG08E,ATBG09A,ATBG09B,ATBG09C,ATBG09D,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07AD,ATBR07BA,ATBR07BB,ATBR07BC,ATBR07BD,ATBR08A,ATBR08B,ATBR08C,ATBR08D,ATBR08E,ATBR08F,ATBR08G,ATBR08H,ATBR09A,ATBR09B,ATBR09C,ATBR09D,ATBR09E,ATBR09F,ATBR09G,ATBR09H,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10I,ATBR10J,ATBR10K,ATBR10L,ATBR11A,ATBR11B,ATBR11C,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12BD,ATBR12C,ATBR12DA,ATBR12DB,ATBR12DC,ATBR12EA,ATBR12EB,ATBR12EC,ATBR12ED,ATBR12EE,ATBR13A,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR15,ATBR16,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18B,ATBR18C,ATBR18D,ATBR18E,ATBR19,ATDGEAS,ATDGSOS,ATDGTJS,ATDGSLI
9.92,486.72026399999993,480.2393899999999,481.639572,480.138908,505.422066,8.34208,9.82079,9.528710000000002,9.56347,9.89746,9.61297,10.28978,8.94299,9.3078,8.05673,7.57471,7.714189999999999,9.761769999999999,7.91212,9.8488,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,2,3,1,1,1,2,2,1,2,2,2,2,5,4,4,2,2,1,3,3,3,2,1,3,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,3,2,1,2,1,1,6,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
10.08,491.266636,494.051616,471.2902600000001,502.851162,502.3130980000001,9.79644,9.82079,8.65929,7.57443,11.50099,8.22519,8.428240000000002,9.60729,9.3078,5.584780000000001,8.40746,7.029620000000001,8.72843,7.91212,4.99244,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,1,3,1,1,1,1,2,1,2,2,2,2,3,3,4,2,2,2,2,2,2,2,1,2,1,2,2,2,3,2,3,2,2,1,2,2,2,2,1,2,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,3,2,2,3,2,3,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
9.58,575.6414980000001,597.956044,603.220442,562.276884,576.99716,8.77882,9.82079,9.85265,9.1701,10.21804,8.58785,9.0457,10.22238,9.99175,12.02203,13.20593,12.69565,11.61328,12.13203,13.71967,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,1,4,1,1,1,1,1,1,1,1,1,1,5,3,4,2,1,1,3,2,3,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,3,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
10.08,480.12230399999993,463.239496,491.654312,476.53272,488.156546,10.50352,12.852619999999998,8.33331,9.56347,7.86603,9.38515,10.28978,9.915260000000002,9.99175,7.61837,7.99769,7.714189999999999,8.36153,6.80582,9.34052,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,2,3,1,1,1,1,1,1,2,1,2,2,4,3,4,2,2,2,2,1,2,3,2,1,1,2,1,3,2,1,3,1,1,1,2,2,2,2,1,2,4,4,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,4,2,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
10.5,507.733146,511.218018,574.179684,513.9894999999999,556.4438320000002,8.55821,9.15299,8.04113,8.83577,7.86603,8.04592,7.84162,7.542070000000001,7.22491,8.48851,7.57471,7.93271,10.445390000000002,10.83953,7.40977,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,2,3,1,1,2,1,1,1,2,1,2,2,5,1,3,2,1,1,3,3,2,3,1,2,2,2,2,3,3,3,2,2,4,1,2,2,2,2,1,3,2,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,3,3,2,2,2,2,1,3,4,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
9.92,428.272918,436.086174,454.208762,430.27377400000006,419.7440640000001,10.50352,8.64972,6.82884,8.28542,7.86603,9.38515,7.84162,9.04046,9.56728,11.33758,15.01872,12.69565,11.18387,12.13203,7.8339,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,1,2,3,1,1,1,1,2,2,2,1,2,5,1,2,2,3,1,2,1,3,3,1,1,2,3,2,3,2,3,3,1,1,1,2,2,2,2,2,3,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,3,4,2,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
10.5,482.52469,439.069654,500.985556,479.610296,478.8461939999999,8.12699,10.82106,9.528710000000002,13.33453,9.30655,11.30153,8.72693,10.54337,10.65237,7.61837,9.21443,8.36223,11.18387,8.46496,8.45942,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,2,3,1,1,1,2,1,1,2,1,2,1,5,2,3,1,2,1,2,2,1,1,4,3,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
10.17,546.514876,492.41756,542.6198899999999,539.1357399999999,521.2038580000001,10.97885,10.82106,8.49098,10.66007,9.00419,11.30153,11.76022,12.298249999999998,12.27791,14.774559999999997,15.01872,15.91536,13.91988,12.13203,9.58447,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,2,3,1,1,1,1,1,1,1,1,2,1,3,4,3,2,3,3,1,1,1,2,4,1,1,2,1,2,1,1,3,1,1,1,2,2,2,2,1,3,1,2,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
9.67,463.439814,453.69452,464.748088,430.98676,462.55016400000005,7.453760000000001,7.55475,8.04113,8.05152,9.00419,6.649260000000001,6.42311,10.54337,9.3078,8.5613,9.21899,7.93271,9.0796,10.83953,8.45942,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,1,2,1,1,2,1,2,1,2,2,2,2,1,1,3,1,1,1,3,3,2,2,1,3,2,2,2,2,3,3,2,2,1,1,2,2,2,2,1,3,1,1,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,3,1,3,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
10.67,491.45672399999995,456.70414,502.573922,513.653072,522.2397779999999,8.77882,9.15299,9.17114,8.05152,10.21804,8.58785,8.72693,8.54792,9.91394,8.48851,10.9917,9.65595,12.12899,9.52493,8.45942,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,1,3,1,1,1,1,1,1,1,2,2,2,5,3,3,2,1,1,2,1,3,2,2,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,1,2,1,1,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,1,2,4,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
9.42,531.324976,494.975416,565.823776,552.5363460000001,551.068738,8.55821,6.93638,8.49098,8.05152,9.30655,8.58785,9.399640000000002,9.29058,9.3078,9.35253,11.55635,10.3576,11.61328,10.83953,10.14182,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,2,3,1,1,1,1,2,2,2,1,2,2,4,2,3,3,2,1,3,3,3,3,1,2,3,2,2,2,2,2,3,1,1,1,2,2,2,2,1,2,1,1,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,4,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
9.33,479.432238,492.445506,469.89508000000006,494.98153600000006,487.736586,9.25019,8.23773,10.28695,8.28542,10.98651,10.45984,8.72693,8.94299,8.3196,7.61837,7.99769,7.714189999999999,6.51512,11.55438,9.8488,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,2,3,2,1,1,2,1,1,2,2,2,2,5,3,3,2,1,1,3,2,3,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,4,2,2,2,1,4,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,3,2,2,2,3,1,2,4,4,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
10.0,505.68460799999997,498.18932,522.1721279999999,509.579394,510.762688,10.50352,10.82106,8.8384,9.1701,9.60657,9.61297,9.399640000000002,9.29058,9.65449,9.35253,10.9917,10.1163,9.0796,7.91212,9.34052,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,1,3,1,1,1,1,2,1,2,2,1,2,5,4,3,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,3,1,1,1,2,2,2,2,1,3,1,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,3,2,2,4,3,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
9.33,546.462808,498.498436,536.156214,513.4702460000001,510.541648,7.90958,7.55475,9.85265,7.63232,7.23115,9.38515,9.8041,10.89263,11.17158,8.48851,9.21443,8.78784,9.0796,9.52493,8.88647,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,2,4,1,1,1,1,2,1,2,1,2,2,2,1,3,2,2,1,2,1,1,2,1,3,2,1,2,3,2,2,3,2,2,1,2,2,2,2,1,2,2,3,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,3,1,2,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
10.42,638.884588,606.9658360000001,646.58872,611.556236,635.899138,9.51164,9.82079,10.90981,8.54449,11.50099,10.45984,9.8041,10.25608,9.09859,8.19795,8.784556449618686,8.24384,10.445390000000002,12.13203,8.88647,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,2,5,2,2,1,2,1,1,2,2,2,2,5,1,3,3,2,1,1,1,4,3,1,2,1,1,2,2,1,2,3,1,1,1,2,2,2,2,2,3,2,2,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,4,3,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
11.42,504.95210800000007,489.20380400000005,530.159654,521.812462,503.450644,12.60945,12.852619999999998,8.037320000000003,13.33453,9.42264,10.83607,8.1368,8.54792,8.92588,6.686340000000001,7.99769,7.264050000000001,8.36153,12.13203,9.58447,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,1,3,3,1,2,2,1,1,1,2,2,2,5,3,1,3,2,1,2,1,1,1,2,1,1,2,1,2,1,3,2,2,1,1,2,2,2,2,2,2,3,1,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,3,1,2,1,5,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
10.58,598.31174,574.882146,617.147772,582.139694,601.2028440000001,9.79644,10.4,9.85265,9.1701,10.21804,9.86291,9.399640000000002,10.54337,10.34719,7.61837,8.81024,8.14839,9.422330000000002,10.83953,9.10865,76.0,6.0,6.0,7.7098,9.08841,9.92826,910.0,18.0,35.0,33.0,6.0,10.0,7.63433,7.52665,6.0123299999999995,10.27928,156.0,52.0,1,4,3,1,1,1,1,2,1,1,2,2,5,3,4,2,2,1,2,1,3,1,2,2,1,1,2,2,2,2,3,2,4,1,2,2,2,2,1,3,2,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,3,2,2,2,2,2,3,1,2,4,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,3,1,3,1,4,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,3,3,3,2,3,3,3,1,3,2,4,1,1,2,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,1,3,2,3,2,2,3,4,4,3,1,2,2,3,1,1,2,2,2,1,2,2,2,3,3,3,2,3,1,2,2,1,1,3,2,3,1,2,1,1,1,1,1,2,5,3,2,3,2
