ASDAGE,ASRREA,ASRLIT,ASRINF,ASRIIE,ASRRSI,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELA,ASBHENA,ASBHELN,ASBHELT,ASBHPCS,ASBHPLR,ACBG09,ACBG15,ACBG16,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ITSEX,ASRIBM,ASBG03,ASBG05A,ASBG05B,ASBG05E,ASBG05F,ASBG05G,ASBG05H,ASBG05I,ASBG05J,ASBG05K,ASBG06,ASBG07A,ASBG07B,ASBG08A,ASBG08B,ASBG10F,ASBR03A,ASBR03B,ASBR03C,ASBR04,ASBR05,ASDGSEC,ASDGSSB,ASDGSB,ASDGERL,ASDGDRL,ASDGSLR,ASDGSCR,ASDG05S,ASBH02A,ASBH02B,ASBH03A,ASBH03B,ASBH03C,ASBH03D,ASBH03E,ASBH04,ASBH06,ASBH07F,ASBH09,ASBH14A,ASBH14B,ASBH14C,ASBH16,ASBH18AA,ASBH18AB,ASBH18BA,ASBH18BB,ASBH18CA,ASBH18CB,ASBH18DA,ASBH18DB,ASBH18EA,ASBH18EB,ASBH19,ASBH20A,ASBH20B,ASBH20C,ASBH21A,ASBH21B,ASBH21C,ASBH21D,ASBH22,ASDGHRL,ASDHSES,ASDHELA,ASDHENA,ASDHELN,ASDHELT,ASDHPCS,ASDHPLR,ASDHAPS,ASDHEDUP,ASDHOCCP,ACBG04,ACBG05A,ACBG05B,ACBG07B,ACBG07C,ACBG08,ACBG13,ACBG14A,ACBG14B,ACBG14C,ACBG14D,ACBG14E,ACBG14F,ACBG14G,ACBG14H,ACBG14I,ACBG14J,ACBG14K,ACBG14L,ACBG14M,ACBG14N,ACBG17,ACBG18A,ACBG18B,ACBG18C,ACBG19,ACBG20,ACBG21A,ACBG21B,ACBG21C,ACBG21D,ACBG21E,ACBG21F,ACDGRRS,ACDGEAS,ACDGDAS,ACDGSBC,ATBG02,ATBG03,ATBG05AA,ATBG05AB,ATBG05AC,ATBG05AD,ATBG05BA,ATBG05BB,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BH,ATBG05BI,ATBG05BJ,ATBG05BK,ATBG06,ATBG07AA,ATBG07BA,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07AD,ATBG07BD,ATBG07AE,ATBG07BE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08A,ATBG08B,ATBG08C,ATBG08D,ATBG08E,ATBG09A,ATBG09B,ATBG09C,ATBG09D,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07AD,ATBR07BA,ATBR07BB,ATBR07BC,ATBR07BD,ATBR08A,ATBR08B,ATBR08C,ATBR08D,ATBR08E,ATBR08F,ATBR08G,ATBR08H,ATBR09A,ATBR09B,ATBR09C,ATBR09D,ATBR09E,ATBR09F,ATBR09G,ATBR09H,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10I,ATBR10J,ATBR10K,ATBR10L,ATBR11A,ATBR11B,ATBR11C,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12BD,ATBR12C,ATBR12DA,ATBR12DB,ATBR12DC,ATBR12EA,ATBR12EB,ATBR12EC,ATBR12ED,ATBR12EE,ATBR13A,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR15,ATBR16,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18B,ATBR18C,ATBR18D,ATBR18E,ATBR19,ATDGEAS,ATDGSOS,ATDGTJS,ATDGSLI
9.83,424.118526,441.8609780000001,467.927804,409.620508,429.719726,14.77909,9.82079,8.183980000000004,11.54818,8.31437,10.83607,10.28978,11.74392,10.34719,8.91792,9.21443,9.00134,9.422330000000002,10.10603,9.34052,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,1,2,3,2,1,2,1,1,1,1,2,1,5,3,4,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,3,2,1,1,2,2,2,2,2,1,2,4,1,1,1,5,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,2,4,2,1,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
9.75,571.5628300000001,572.380876,579.370186,582.6209820000001,594.033638,11.61875,8.64972,12.567489999999998,8.28542,10.98651,10.14141,8.72693,9.91526,9.3078,8.48851,9.21443,8.78784,10.801940000000002,10.83953,7.8339,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,1,4,3,1,1,2,1,1,2,2,2,2,5,3,3,2,2,1,1,1,4,1,2,1,2,1,2,2,2,2,3,1,1,1,2,2,2,2,1,2,1,3,1,1,1,6,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,3,4,3,4,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
10.08,550.4703280000001,550.6065000000001,542.214286,546.741158,575.185692,8.55821,9.82079,12.567489999999998,9.1701,15.04369,10.83607,9.8041,10.22238,9.99175,7.16522,10.50035,8.78784,10.930120000000002,12.13203,9.34052,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,2,4,1,2,1,2,1,2,1,2,2,2,5,3,3,2,1,1,1,1,4,2,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,4,2,1,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
10.33,552.567014,536.9452899999999,569.077012,556.785134,569.40124,7.68647,8.23773,12.567489999999998,5.25253,15.04369,5.35292,9.0457,9.47961,9.09859,5.584780000000001,8.81024,7.264050000000001,10.445390000000002,12.13203,8.88647,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,2,4,1,1,1,2,2,1,1,2,2,2,5,2,3,1,1,1,4,4,3,4,1,3,2,1,3,1,3,2,3,1,1,1,1,1,2,2,1,2,2,1,1,1,1,6,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,2,4,6,1,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
9.58,564.074322,578.636964,594.781822,569.550004,595.6608819999999,8.77882,7.87932,9.264140000000001,9.56347,10.98651,8.22519,8.428240000000002,8.54792,7.92896,8.91792,9.21443,9.00134,10.801940000000002,8.994789999999998,8.2504,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,2,4,2,1,1,2,2,1,2,2,2,2,5,3,4,2,2,2,3,3,3,1,1,2,2,1,1,2,3,2,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,3,2,2,2,2,2,2,1,3,2,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
10.5,612.605648,613.656376,605.662998,598.383478,593.7895860000001,8.12699,7.87932,12.567489999999998,8.05152,10.21804,8.22519,9.399640000000002,9.33501,8.89752,9.79887,10.04897,9.88273,11.18387,7.91212,9.10865,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,1,4,4,1,2,2,1,2,2,2,2,1,5,3,4,2,3,1,2,1,4,1,2,3,2,1,2,2,3,2,3,1,1,1,1,2,2,2,1,2,1,1,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,3,7,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
9.75,612.420828,617.414798,619.999394,595.2098599999999,568.401218,9.51164,8.64972,12.567489999999998,7.63232,9.89746,9.17072,9.8041,10.892629999999999,11.17158,8.88554,5.4551,7.149100000000001,8.72843,12.13203,9.34052,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,2,4,3,1,2,2,1,1,1,2,2,1,5,3,3,2,2,1,3,3,3,2,2,2,2,1,2,2,2,2,3,1,1,1,1,2,2,2,1,2,2,2,1,1,1,5,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,3,2,1,2,3,2,3,1,2,1,2,2,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
10.75,579.665404,575.02451,583.605658,590.752852,557.07872,8.77882,12.852619999999998,12.567489999999998,8.05152,10.98651,8.40525,8.1368,8.54792,8.47905,8.91792,9.62426,9.2165,13.91988,12.13203,10.14182,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,1,4,3,1,1,2,2,2,2,1,2,2,5,4,4,2,1,1,4,4,4,1,1,2,1,1,2,2,2,3,3,2,3,1,1,2,2,2,2,3,1,1,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,3,2,3,2,2,2,1,1,2,4,5,2,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
9.67,585.879124,576.0554159999999,563.9493140000001,572.63129,577.9518479999999,10.97885,7.87932,9.85265,10.0428,10.57259,8.58785,7.84162,11.28642,11.17158,7.61837,9.21443,8.36223,9.761769999999999,8.994789999999998,6.72098,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,1,4,3,2,1,2,1,1,1,1,2,1,4,1,3,2,2,1,1,1,3,3,2,1,2,1,1,2,2,3,3,2,1,1,2,2,2,2,1,2,2,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,3,4,1,1,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
10.42,592.80733,588.723596,656.7708879999999,585.359786,615.05489,9.51164,8.64972,10.965,8.28542,9.89746,8.40525,8.428240000000002,5.95459,4.82627,9.79887,10.9917,10.3576,11.18387,9.52493,8.67085,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,2,4,3,2,1,1,1,2,1,2,2,2,5,3,3,2,2,1,3,2,3,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,3,3,2,1,2,2,1,2,4,5,4,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
10.33,613.0213299999999,615.87797,624.4072100000001,595.2027959999999,622.571544,10.12086,12.852619999999998,12.567489999999998,10.66007,10.98651,9.61297,8.428240000000002,8.94299,7.92896,10.00531,10.50035,10.23415,11.18387,12.13203,9.34052,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,1,4,2,2,1,2,1,1,2,2,1,2,5,3,3,2,3,1,2,2,2,1,1,2,1,1,1,2,2,2,3,1,1,1,2,2,2,2,1,2,1,1,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,2,4,3,4,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
10.33,687.41123,666.6380599999999,673.571492,683.457606,708.937916,9.00789,9.82079,10.965,10.66007,9.60657,9.61297,8.72693,10.892629999999999,11.17158,8.48851,8.40746,8.36223,12.79881,10.10603,9.58447,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,2,5,2,1,2,2,2,2,1,2,2,2,5,3,4,2,2,1,4,4,4,3,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,4,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,4,1,1,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
9.58,659.0000640000001,667.3955100000001,661.481902,623.2653640000001,658.2809800000001,8.55821,12.852619999999998,10.965,13.33453,12.18062,11.05677,9.8041,10.65737,11.526,10.26741,10.04897,10.1163,10.445390000000002,10.83953,8.67085,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,1,5,1,1,1,2,1,1,1,1,2,2,5,3,3,2,2,1,2,3,4,1,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,4,1,1,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
10.0,606.82916,608.942546,620.08809,599.60018,590.3438880000001,7.453760000000001,12.852619999999998,10.965,13.33453,12.18062,9.86291,8.428240000000002,10.54337,10.34719,5.56672,7.57471,6.723400000000001,8.36153,12.13203,12.157349999999997,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,1,4,3,1,1,1,2,1,2,2,2,2,5,3,2,2,2,1,2,2,3,1,1,3,1,1,1,1,2,2,2,1,1,1,1,2,2,2,3,2,1,4,1,1,1,4,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,3,2,2,3,1,1,4,2,2,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
10.5,563.713436,553.237408,592.150972,554.5523,547.890814,8.55821,8.64972,9.85265,8.28542,13.15938,8.58785,8.72693,10.892629999999999,11.68007,8.91792,8.81024,8.78784,9.761769999999999,10.10603,8.2504,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,2,4,2,2,2,2,1,1,1,1,2,2,5,4,3,2,1,1,2,2,2,3,1,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,4,1,1,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
10.25,514.902578,526.6544019999999,532.3846159999999,542.379104,557.5278059999999,10.78038,9.82079,9.85265,8.28542,10.21804,9.17072,7.84162,8.54792,8.92588,10.26741,12.25036,11.16498,11.61328,12.13203,10.14182,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,1,3,1,2,1,2,1,1,2,2,2,2,5,4,2,2,3,1,3,1,4,2,2,1,1,1,2,2,2,3,2,1,1,1,2,2,2,2,1,2,1,3,1,1,1,5,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,4,3,2,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
10.67,529.523366,507.38895200000013,514.5841,525.1901320000001,501.691136,12.60945,12.852619999999998,9.528710000000002,11.54818,9.89746,10.14141,7.84162,9.60729,9.65449,8.05673,7.99769,7.93271,12.12899,6.27013,9.58447,112.00000000000001,5.0,5.0,4.90722,10.36678,12.9615,1337.0,20.0,30.0,30.0,0.0,0.0,7.63433,13.6815,13.241339999999997,13.32137,152.8,57.3,2,3,3,2,1,2,1,1,1,2,2,1,5,3,3,2,2,1,4,3,3,2,1,1,1,1,1,2,2,3,2,1,1,1,2,2,2,2,1,2,1,3,1,1,1,3,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,3,2,4,3,5,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,4,3,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,3,2,3,2,2,4,3,2,3,3,4,4,4,4,3,2,2,2,1,1,1,2,3,4,3,4,3,1,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,4,3,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,1,1,2,2,4,2,2,2,2,1,1,1,2,1,3,1,1,1
