ASDAGE,ASRREA,ASRLIT,ASRINF,ASRIIE,ASRRSI,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELA,ASBHENA,ASBHELN,ASBHELT,ASBHPCS,ASBHPLR,ACBG09,ACBG15,ACBG16,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ITSEX,ASRIBM,ASBG03,ASBG05A,ASBG05B,ASBG05E,ASBG05F,ASBG05G,ASBG05H,ASBG05I,ASBG05J,ASBG05K,ASBG06,ASBG07A,ASBG07B,ASBG08A,ASBG08B,ASBG10F,ASBR03A,ASBR03B,ASBR03C,ASBR04,ASBR05,ASDGSEC,ASDGSSB,ASDGSB,ASDGERL,ASDGDRL,ASDGSLR,ASDGSCR,ASDG05S,ASBH02A,ASBH02B,ASBH03A,ASBH03B,ASBH03C,ASBH03D,ASBH03E,ASBH04,ASBH06,ASBH07F,ASBH09,ASBH14A,ASBH14B,ASBH14C,ASBH16,ASBH18AA,ASBH18AB,ASBH18BA,ASBH18BB,ASBH18CA,ASBH18CB,ASBH18DA,ASBH18DB,ASBH18EA,ASBH18EB,ASBH19,ASBH20A,ASBH20B,ASBH20C,ASBH21A,ASBH21B,ASBH21C,ASBH21D,ASBH22,ASDGHRL,ASDHSES,ASDHELA,ASDHENA,ASDHELN,ASDHELT,ASDHPCS,ASDHPLR,ASDHAPS,ASDHEDUP,ASDHOCCP,ACBG04,ACBG05A,ACBG05B,ACBG07B,ACBG07C,ACBG08,ACBG13,ACBG14A,ACBG14B,ACBG14C,ACBG14D,ACBG14E,ACBG14F,ACBG14G,ACBG14H,ACBG14I,ACBG14J,ACBG14K,ACBG14L,ACBG14M,ACBG14N,ACBG17,ACBG18A,ACBG18B,ACBG18C,ACBG19,ACBG20,ACBG21A,ACBG21B,ACBG21C,ACBG21D,ACBG21E,ACBG21F,ACDGRRS,ACDGEAS,ACDGDAS,ACDGSBC,ATBG02,ATBG03,ATBG05AA,ATBG05AB,ATBG05AC,ATBG05AD,ATBG05BA,ATBG05BB,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BH,ATBG05BI,ATBG05BJ,ATBG05BK,ATBG06,ATBG07AA,ATBG07BA,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07AD,ATBG07BD,ATBG07AE,ATBG07BE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08A,ATBG08B,ATBG08C,ATBG08D,ATBG08E,ATBG09A,ATBG09B,ATBG09C,ATBG09D,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07AD,ATBR07BA,ATBR07BB,ATBR07BC,ATBR07BD,ATBR08A,ATBR08B,ATBR08C,ATBR08D,ATBR08E,ATBR08F,ATBR08G,ATBR08H,ATBR09A,ATBR09B,ATBR09C,ATBR09D,ATBR09E,ATBR09F,ATBR09G,ATBR09H,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10I,ATBR10J,ATBR10K,ATBR10L,ATBR11A,ATBR11B,ATBR11C,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12BD,ATBR12C,ATBR12DA,ATBR12DB,ATBR12DC,ATBR12EA,ATBR12EB,ATBR12EC,ATBR12ED,ATBR12EE,ATBR13A,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR15,ATBR16,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18B,ATBR18C,ATBR18D,ATBR18E,ATBR19,ATDGEAS,ATDGSOS,ATDGTJS,ATDGSLI
10.0,511.5819380000001,516.0575259999999,525.071606,533.4504300000001,499.13329600000003,6.314419999999999,6.93638,10.965,5.9791,11.50099,7.495559999999999,8.428240000000002,8.94299,9.65449,5.584780000000001,3.77259,4.95885,11.18387,9.52493,9.10865,148.0,13.0,12.0,7.17829,7.853500000000001,9.59393,668.5,21.0,20.0,20.0,4.0,6.0,5.18576,6.05453,8.0184,9.680369999999998,171.9,82.76667,1,3,1,1,1,2,1,2,2,2,2,2,5,3,3,3,2,1,2,3,3,4,2,3,3,1,3,2,3,2,2,2,4,1,1,2,2,2,2,2,1,2,1,1,1,5,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,1,2,4,3,5,2,1,1,1,1,1,2,1,1,1,1,1,1,2,4,4,4,3,3,2,2,3,1,1,2,5,1,1,1,1,1,1,1,2,3,2,3,1,4,1,2,2,2,2,3,3,2,3,2,2,3,2,1,1,3,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,2,3,2,2,2,2,2,3,3,4,3,2,2,3,4,3,3,2,2,2,2,3,2,2,3,2,3,4,4,3,2,2,3,3,1,2,2,2,1,1,3,3,3,4,3,3,4,3,1,3,1,4,2,4,2,3,1,1,1,1,1,1,1,2,3,3,3,2,2
10.92,616.23585,641.590212,630.27126,616.042322,669.055106,9.51164,9.82079,7.636919999999999,9.56347,8.6804,9.61297,10.28978,8.08848,7.92896,8.91792,9.62426,9.2165,12.12899,12.13203,8.2504,148.0,13.0,12.0,7.17829,7.853500000000001,9.59393,668.5,21.0,20.0,20.0,4.0,6.0,5.18576,6.05453,8.0184,9.680369999999998,171.9,82.76667,1,4,4,1,2,1,1,2,1,2,2,2,5,2,3,3,2,1,2,1,3,3,1,2,1,3,1,2,2,1,2,2,4,2,1,2,1,2,3,2,1,3,1,1,1,5,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,2,3,2,2,2,1,1,2,3,3,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,4,4,4,3,3,2,2,3,1,1,2,5,1,1,1,1,1,1,1,2,3,2,3,1,4,1,2,2,2,2,3,3,2,3,2,2,3,2,1,1,3,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,2,3,2,2,2,2,2,3,3,4,3,2,2,3,4,3,3,2,2,2,2,3,2,2,3,2,3,4,4,3,2,2,3,3,1,2,2,2,1,1,3,3,3,4,3,3,4,3,1,3,1,4,2,4,2,3,1,1,1,1,1,1,1,2,3,3,3,2,2
9.83,551.7925299999999,545.984496,557.802636,574.216064,584.6293,11.61875,9.15299,12.567489999999998,10.66007,9.89746,10.45984,9.0457,7.54207,6.33435,5.584780000000001,7.57471,6.533990000000001,10.445390000000002,10.10603,5.86197,148.0,13.0,12.0,7.17829,7.853500000000001,9.59393,668.5,21.0,20.0,20.0,4.0,6.0,5.18576,6.05453,8.0184,9.680369999999998,171.9,82.76667,2,4,3,1,2,2,1,2,2,2,2,2,5,1,3,3,2,1,1,1,2,4,1,1,2,1,1,2,1,2,2,2,3,1,2,2,2,2,1,2,2,1,1,1,1,5,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,3,3,3,2,3,2,1,3,4,5,5,2,1,1,1,1,1,2,1,1,1,1,1,1,2,4,4,4,3,3,2,2,3,1,1,2,5,1,1,1,1,1,1,1,2,3,2,3,1,4,1,2,2,2,2,3,3,2,3,2,2,3,2,1,1,3,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,2,3,2,2,2,2,2,3,3,4,3,2,2,3,4,3,3,2,2,2,2,3,2,2,3,2,3,4,4,3,2,2,3,3,1,2,2,2,1,1,3,3,3,4,3,3,4,3,1,3,1,4,2,4,2,3,1,1,1,1,1,1,1,2,3,3,3,2,2
10.33,548.0201959999999,554.1798980000001,591.943562,567.38285,580.66075,9.00789,3.2450599999999996,8.33331,2.39842,5.92238,6.39342,8.428240000000002,9.3285,8.92588,9.79887,8.40746,9.00134,10.10135,9.52493,8.88647,148.0,13.0,12.0,7.17829,7.853500000000001,9.59393,668.5,21.0,20.0,20.0,4.0,6.0,5.18576,6.05453,8.0184,9.680369999999998,171.9,82.76667,2,4,3,1,2,1,1,1,1,2,1,1,5,1,3,1,1,1,4,4,4,4,1,2,3,2,3,3,3,2,3,1,1,1,2,2,2,2,1,2,2,4,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,3,4,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,4,4,4,3,3,2,2,3,1,1,2,5,1,1,1,1,1,1,1,2,3,2,3,1,4,1,2,2,2,2,3,3,2,3,2,2,3,2,1,1,3,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,2,3,2,2,2,2,2,3,3,4,3,2,2,3,4,3,3,2,2,2,2,3,2,2,3,2,3,4,4,3,2,2,3,3,1,2,2,2,1,1,3,3,3,4,3,3,4,3,1,3,1,4,2,4,2,3,1,1,1,1,1,1,1,2,3,3,3,2,2
13.0,403.72994000000006,414.84857,421.748172,419.816086,358.727298,7.90958,6.93638,8.04113,6.76297,9.89746,8.17876,8.1368,8.08848,9.65449,8.78053,10.72416,9.71728,10.445390000000002,12.13203,5.47972,148.0,13.0,12.0,7.17829,7.853500000000001,9.59393,668.5,21.0,20.0,20.0,4.0,6.0,5.18576,6.05453,8.0184,9.680369999999998,171.9,82.76667,2,2,4,1,2,1,2,1,2,2,2,2,5,1,1,1,1,4,1,3,2,1,1,3,3,2,3,2,3,3,2,1,1,2,1,2,1,1,1,3,2,1,1,1,1,5,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,3,4,2,1,1,1,1,1,2,1,1,1,1,1,1,2,4,4,4,3,3,2,2,3,1,1,2,5,1,1,1,1,1,1,1,2,3,2,3,1,4,1,2,2,2,2,3,3,2,3,2,2,3,2,1,1,3,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,2,3,2,2,2,2,2,3,3,4,3,2,2,3,4,3,3,2,2,2,2,3,2,2,3,2,3,4,4,3,2,2,3,3,1,2,2,2,1,1,3,3,3,4,3,3,4,3,1,3,1,4,2,4,2,3,1,1,1,1,1,1,1,2,3,3,3,2,2
10.83,583.426014,644.44385,604.1130360000001,619.08962,614.641612,9.00789,9.15299,10.965,13.33453,11.50099,9.86291,9.399640000000002,8.54792,8.47905,4.87777,2.85854,3.8755899999999994,10.445390000000002,12.13203,5.47972,148.0,13.0,12.0,7.17829,7.853500000000001,9.59393,668.5,21.0,20.0,20.0,4.0,6.0,5.18576,6.05453,8.0184,9.680369999999998,171.9,82.76667,1,4,3,2,2,2,1,1,2,2,2,2,5,3,1,3,3,1,2,1,4,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,3,4,2,1,1,1,1,6,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,3,3,3,3,2,1,3,2,4,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,4,4,4,3,3,2,2,3,1,1,2,5,1,1,1,1,1,1,1,2,3,2,3,1,4,1,2,2,2,2,3,3,2,3,2,2,3,2,1,1,3,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,2,3,2,2,2,2,2,3,3,4,3,2,2,3,4,3,3,2,2,2,2,3,2,2,3,2,3,4,4,3,2,2,3,3,1,2,2,2,1,1,3,3,3,4,3,3,4,3,1,3,1,4,2,4,2,3,1,1,1,1,1,1,1,2,3,3,3,2,2
10.33,675.695326,636.4168139999999,664.402182,635.9013560000001,696.27178,14.77909,12.852619999999998,9.85265,13.33453,12.18062,11.30153,13.45388,10.54337,9.99175,8.01562,9.62426,8.85376,10.10135,8.994789999999998,7.8339,148.0,12.000000000000002,4.0,7.37191,11.00684,12.9615,840.0,23.0,34.0,34.0,0.0,2.0,7.63433,8.99685,8.0184,10.27928,133.33333,266.66667,2,5,2,2,1,2,1,1,1,2,2,1,5,4,4,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,4,3,1,1,2,3,2,1,1,4,1,2,1,1,2,3,3,4,5,5,4,4,4,4,3,1,1,2,4,1,1,1,1,1,1,1,2,2,1,1,2,4,1,2,1,1,3,2,3,3,2,3,2,1,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,4,3,4,3,4,4,4,1,4,3,3,1,1,1,1,1,4,2,4,3,3,3,2,2,3,4,4,2,1,2,2,2,4,3,3,3,3,2,2,4,2,1,3,3,3,1,1,2,1,1,4,3,3,3,4,4,3,4,3,1,1,2,4,1,2,5,1,1,1,1,1,1,1,2,3,1,3,2,2,2
11.170000000000002,599.1572400000001,605.649764,608.057282,622.719404,601.336812,10.97885,10.82106,12.567489999999998,11.54818,12.18062,10.45984,8.428240000000002,11.28642,11.17158,8.48851,8.81024,8.57506,13.91988,12.13203,10.03578,148.0,12.000000000000002,4.0,7.37191,11.00684,12.9615,840.0,23.0,34.0,34.0,0.0,2.0,7.63433,8.99685,8.0184,10.27928,133.33333,266.66667,1,4,3,1,1,2,1,2,2,2,2,2,5,4,3,2,3,2,2,2,3,2,1,1,1,1,1,1,1,2,3,1,1,2,1,2,2,2,3,3,1,3,2,1,2,6,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,3,2,1,1,4,1,2,1,1,2,3,3,4,5,5,4,4,4,4,3,1,1,2,4,1,1,1,1,1,1,1,2,2,1,1,2,4,1,2,1,1,3,2,3,3,2,3,2,1,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,4,3,4,3,4,4,4,1,4,3,3,1,1,1,1,1,4,2,4,3,3,3,2,2,3,4,4,2,1,2,2,2,4,3,3,3,3,2,2,4,2,1,3,3,3,1,1,2,1,1,4,3,3,3,4,4,3,4,3,1,1,2,4,1,2,5,1,1,1,1,1,1,1,2,3,1,3,2,2,2
10.17,528.2977119999999,497.944422,501.9798620000001,482.52107199999995,531.6939520000003,10.97885,9.15299,6.82884,8.05152,9.30655,7.68295,7.532170000000001,9.04046,8.54487,14.774559999999997,15.01872,15.91536,13.91988,3.7563,9.10865,120.0,7.0,7.0,7.17829,6.91586,12.9615,886.66667,4.0,30.0,30.0,0.0,0.0,8.54003,11.59162,13.241339999999997,11.57611,202.66667,126.66667,2,3,1,1,2,2,1,1,2,2,2,2,5,3,4,3,3,1,3,2,1,3,2,1,2,3,2,2,3,3,3,1,1,1,1,2,2,2,3,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,3,2,1,6,2,1,1,1,2,1,1,4,1,1,1,1,2,2,3,3,3,5,5,3,5,3,3,1,1,2,4,1,1,1,1,1,1,1,2,3,1,3,1,2,1,1,1,2,3,3,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,3,3,2,2,3,2,3,2,2,3,4,2,2,3,2,3,1,1,1,1,1,1,2,3,3,3,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,1,2,4,4,1,1,1,3,4,1,2,2,1,1,2,2,2,2,2,3,3,3,3,1,3,3,1,2,1,3,2,2,2,1,1,1,1,1,2,5,3,1,1,1
9.67,581.105454,558.272948,569.6706240000001,551.5075280000001,605.912874,8.34208,9.82079,7.90321,13.33453,5.92238,10.83607,8.428240000000002,10.63679,10.96132,8.05673,9.62426,8.78784,6.51512,7.91212,8.45942,90.00000000000001,14.0,14.0,7.37191,10.04546,12.9615,886.66667,7.0,28.0,28.0,0.0,0.0,9.139860000000002,13.6815,8.67953,8.54995,199.50000000000003,199.5,2,4,4,2,1,2,2,2,2,1,2,2,5,2,1,1,1,1,1,1,3,1,2,3,1,2,1,3,1,2,1,1,1,2,1,2,2,2,3,2,3,2,1,1,1,5,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,3,2,2,4,1,7,1,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,2,5,1,1,1,1,1,1,1,2,2,1,3,1,3,1,2,1,2,3,3,3,2,3,3,2,3,3,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,4,4,3,4,4,4,4,1,1,3,1,1,1,2,4,3,3,3,1,1,1,1,4,1,1,1,1,2,2,2,2,2,1,2,4,4,4,1,1,3,4,1,2,2,1,2,3,2,2,2,4,4,4,4,4,1,4,4,1,2,4,2,2,1,1,1,1,1,1,1,2,5,3,1,2,2
10.17,559.371132,555.515586,592.5358779999999,554.0695460000001,559.5756939999999,11.61875,12.852619999999998,9.85265,10.66007,5.92238,10.14141,8.1368,10.22238,9.3078,10.26741,10.9917,10.61066,10.801940000000002,12.13203,8.04235,30.0,8.0,8.0,9.90835,11.32571,12.9615,950.0,15.0,27.0,27.0,0.0,3.0,10.04647,13.6815,11.82034,9.1022,179.44444,140.74074,1,4,3,1,1,1,1,1,1,1,1,1,5,3,1,2,3,1,2,2,2,1,1,1,1,1,1,3,2,3,3,1,1,1,2,2,2,2,2,2,2,2,1,1,1,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,3,3,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,4,4,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,4,1,2,1,2,3,2,3,3,2,3,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2,3,3,1,2,4,2,3,3,1,4,4,4,1,1,1,2,2,1,1,1,2,1,1,4,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,4,1,1,2,1,2,2,2,2,2,4,4,4,4,3,1,1,2,1,2,3,3,2,1,1,1,1,1,1,1,3,5,2,1,1,2
9.58,631.86998,643.61257,643.694354,646.038558,675.752002,11.61875,12.852619999999998,12.567489999999998,11.54818,9.00419,10.83607,11.76022,13.04647,14.5106,9.35253,9.62426,9.43432,12.12899,12.13203,13.71967,30.0,8.0,8.0,9.90835,11.32571,12.9615,950.0,15.0,27.0,27.0,0.0,3.0,10.04647,13.6815,11.82034,9.1022,179.44444,140.74074,2,5,4,1,1,1,1,1,2,2,1,2,5,4,4,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,1,2,1,2,2,2,4,1,2,3,1,1,1,6,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,4,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,4,4,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,4,1,2,1,2,3,2,3,3,2,3,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2,3,3,1,2,4,2,3,3,1,4,4,4,1,1,1,2,2,1,1,1,2,1,1,4,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,4,1,1,2,1,2,2,2,2,2,4,4,4,4,3,1,1,2,1,2,3,3,2,1,1,1,1,1,1,1,3,5,2,1,1,2
9.5,593.99527,604.173052,568.70568,583.7296,615.294218,9.79644,9.15299,10.965,10.0428,5.92238,7.495559999999999,7.19857,10.63679,9.91553,5.584780000000001,7.99769,6.78757,9.761769999999999,10.10603,4.27605,30.0,8.0,8.0,9.90835,11.32571,12.9615,950.0,15.0,27.0,27.0,0.0,3.0,10.04647,13.6815,11.82034,9.1022,179.44444,140.74074,2,4,1,1,2,2,1,1,1,2,1,1,5,3,1,1,1,1,1,2,1,1,2,2,2,1,1,3,3,3,3,1,1,1,2,2,2,2,1,1,1,3,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,3,2,2,2,1,3,4,3,1,1,2,1,2,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,4,4,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,4,1,2,1,2,3,2,3,3,2,3,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2,3,3,1,2,4,2,3,3,1,4,4,4,1,1,1,2,2,1,1,1,2,1,1,4,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,4,1,1,2,1,2,2,2,2,2,4,4,4,4,3,1,1,2,1,2,3,3,2,1,1,1,1,1,1,1,3,5,2,1,1,2
10.42,640.0093039999999,656.703476,644.742844,651.81026,657.4552219999999,14.77909,6.93638,6.82884,8.28542,9.60657,11.30153,13.45388,12.298249999999998,11.68007,9.35253,9.62426,9.43432,13.91988,12.13203,9.34052,30.0,8.0,8.0,9.90835,11.32571,12.9615,950.0,15.0,27.0,27.0,0.0,3.0,10.04647,13.6815,11.82034,9.1022,179.44444,140.74074,1,5,3,1,1,1,1,1,2,1,2,2,5,1,1,3,2,4,1,1,3,3,3,1,3,3,2,2,1,1,2,2,1,2,1,2,2,2,4,2,1,2,1,1,1,6,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,3,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,4,4,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,4,1,2,1,2,3,2,3,3,2,3,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2,3,3,1,2,4,2,3,3,1,4,4,4,1,1,1,2,2,1,1,1,2,1,1,4,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,4,1,1,2,1,2,2,2,2,2,4,4,4,4,3,1,1,2,1,2,3,3,2,1,1,1,1,1,1,1,3,5,2,1,1,2
9.58,672.10949,644.921724,693.5730040000001,660.7947619999999,689.045492,10.50352,12.852619999999998,10.28695,11.54818,8.31437,10.14141,11.76022,12.298249999999998,12.27791,10.77067,11.55635,11.16498,13.91988,12.13203,11.399000000000001,30.0,8.0,8.0,9.90835,11.32571,12.9615,950.0,15.0,27.0,27.0,0.0,3.0,10.04647,13.6815,11.82034,9.1022,179.44444,140.74074,2,5,2,1,2,2,2,2,2,1,2,2,5,4,3,2,1,1,1,1,4,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,1,1,3,1,1,1,6,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,4,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,4,4,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,4,1,2,1,2,3,2,3,3,2,3,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2,3,3,1,2,4,2,3,3,1,4,4,4,1,1,1,2,2,1,1,1,2,1,1,4,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,4,1,1,2,1,2,2,2,2,2,4,4,4,4,3,1,1,2,1,2,3,3,2,1,1,1,1,1,1,1,3,5,2,1,1,2
10.08,571.096764,558.2990899999999,562.518056,571.7506880000001,571.9382400000001,9.79644,8.64972,7.90321,9.1701,9.00419,9.61297,8.428240000000002,11.28642,10.34719,9.79887,8.81024,9.2165,10.445390000000002,7.35062,8.45942,30.0,8.0,8.0,9.90835,11.32571,12.9615,950.0,15.0,27.0,27.0,0.0,3.0,10.04647,13.6815,11.82034,9.1022,179.44444,140.74074,2,4,2,2,1,2,1,1,2,1,1,1,5,2,2,2,2,2,2,2,4,3,3,2,2,2,2,2,2,2,3,1,1,1,2,1,2,2,1,2,2,2,1,1,1,6,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,4,4,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,4,1,2,1,2,3,2,3,3,2,3,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2,3,3,1,2,4,2,3,3,1,4,4,4,1,1,1,2,2,1,1,1,2,1,1,4,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,4,1,1,2,1,2,2,2,2,2,4,4,4,4,3,1,1,2,1,2,3,3,2,1,1,1,1,1,1,1,3,5,2,1,1,2
9.58,402.617706,411.254408,410.3644340000001,412.8763780000001,403.671384,10.97885,12.852619999999998,8.8384,10.66007,9.89746,10.14141,7.532170000000001,6.87523,6.33435,8.05673,8.81024,8.36223,9.0796,12.13203,7.19013,30.0,8.0,8.0,9.90835,11.32571,12.9615,950.0,15.0,27.0,27.0,0.0,3.0,10.04647,13.6815,11.82034,9.1022,179.44444,140.74074,1,2,1,1,1,1,1,1,1,2,1,2,5,2,3,2,2,1,2,2,2,2,2,1,1,2,1,2,2,3,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,3,3,3,2,2,2,3,1,3,4,5,5,1,2,1,2,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,4,4,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,4,1,2,1,2,3,2,3,3,2,3,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2,3,3,1,2,4,2,3,3,1,4,4,4,1,1,1,2,2,1,1,1,2,1,1,4,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,4,1,1,2,1,2,2,2,2,2,4,4,4,4,3,1,1,2,1,2,3,3,2,1,1,1,1,1,1,1,3,5,2,1,1,2
