ASDAGE,ASRREA,ASRLIT,ASRINF,ASRIIE,ASRRSI,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELA,ASBHENA,ASBHELN,ASBHELT,ASBHPCS,ASBHPLR,ACBG09,ACBG15,ACBG16,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ITSEX,ASRIBM,ASBG03,ASBG05A,ASBG05B,ASBG05E,ASBG05F,ASBG05G,ASBG05H,ASBG05I,ASBG06,ASBG07A,ASBG07B,ASBG08A,ASBG08B,ASBG10F,ASBR03A,ASBR03B,ASBR03C,ASBR04,ASBR05,ASDGSEC,ASDGSSB,ASDGSB,ASDGERL,ASDGDRL,ASDGSLR,ASDGSCR,ASDG05S,ASBH02A,ASBH02B,ASBH03A,ASBH03B,ASBH03C,ASBH03D,ASBH03E,ASBH03F,ASBH04,ASBH06,ASBH07F,ASBH09,ASBH14A,ASBH14B,ASBH14C,ASBH16,ASBH18AA,ASBH18AB,ASBH18BA,ASBH18BB,ASBH18CA,ASBH18CB,ASBH18DA,ASBH18DB,ASBH18EA,ASBH18EB,ASBH18FA,ASBH18FB,ASBH19,ASBH20A,ASBH20B,ASBH20C,ASBH21A,ASBH21B,ASBH21C,ASBH21D,ASBH22,ASDGHRL,ASDHSES,ASDHELA,ASDHENA,ASDHELN,ASDHELT,ASDHPCS,ASDHPLR,ASDHAPS,ASDHEDUP,ASDHOCCP,ACBG04,ACBG05A,ACBG05B,ACBG07A,ACBG07B,ACBG07C,ACBG08,ACBG13,ACBG14C,ACBG14D,ACBG14E,ACBG14F,ACBG14G,ACBG14H,ACBG14I,ACBG14J,ACBG14K,ACBG14L,ACBG14M,ACBG14N,ACBG17,ACBG18A,ACBG18B,ACBG18C,ACBG19,ACBG20,ACBG21A,ACBG21B,ACBG21C,ACBG21D,ACBG21E,ACBG21F,ACDGRRS,ACDGEAS,ACDGDAS,ACDGSBC,ATBG02,ATBG03,ATBG05AA,ATBG05AB,ATBG05AC,ATBG05AD,ATBG05BA,ATBG05BB,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BH,ATBG05BI,ATBG05BJ,ATBG05BK,ATBG06,ATBG07AA,ATBG07BA,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07AD,ATBG07BD,ATBG07AE,ATBG07BE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08A,ATBG08B,ATBG08C,ATBG08D,ATBG08E,ATBG09A,ATBG09B,ATBG09C,ATBG09D,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07AD,ATBR07BA,ATBR07BB,ATBR07BC,ATBR07BD,ATBR08A,ATBR08B,ATBR08C,ATBR08D,ATBR08E,ATBR08F,ATBR08G,ATBR08H,ATBR09A,ATBR09B,ATBR09C,ATBR09D,ATBR09E,ATBR09F,ATBR09G,ATBR09H,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10I,ATBR10J,ATBR10K,ATBR10L,ATBR11A,ATBR11B,ATBR11C,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12C,ATBR12DA,ATBR12DB,ATBR12DC,ATBR12EA,ATBR12EB,ATBR12EC,ATBR12ED,ATBR12EE,ATBR13A,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR15,ATBR16,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18B,ATBR18C,ATBR18D,ATBR18E,ATBR19,ATDGEAS,ATDGSOS,ATDGTJS,ATDGSLI
10.5,508.692426,504.124374,493.266974,520.3391100000001,526.3796500000001,14.77909,12.852619999999998,7.37578,13.33453,10.21804,10.83607,10.28978,7.542070000000001,8.47905,9.79887,10.9917,10.3576,10.10135,12.13203,9.58447,45.0,13.0,5.0,7.37191,10.04546,10.28902,773.33333,8.0,3.0,3.0,0.0,0.0,9.7433,9.89419,9.82876,10.27928,200.0,62.5,1,3,3,1,1,1,1,1,1,2,1,3,1,2,1,1,2,2,4,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,2,2,2,2,3,2,3,1,1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,2,1,2,2,1,2,3,3,4,1,5,4,2,1,2,1,3,1,1,1,2,2,3,3,4,4,4,5,4,3,1,1,2,3,1,1,1,2,1,1,1,2,2,1,2,1,3,1,2,2,2,2,2,3,3,3,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,3,3,2,3,4,4,3,2,2,3,3,3,3,3,2,3,2,1,1,2,2,1,2,3,3,3,1,2,2,2,2,2,1,1,2,1,2,2,1,2,3,1,2,3,3,2,2,2,2,2,1,2,1,1,2,2,2,2,3,1,2,2,3,1,3,3,3,1,1,4,2,1,2,1,1,1,2,2,1,3,2,2,2,2
9.75,632.253142,622.861716,630.463798,623.8509879999999,626.767354,10.50352,12.852619999999998,9.528710000000002,13.33453,11.50099,10.45984,9.8041,7.542070000000001,6.33435,8.48851,8.81024,8.57506,11.61328,10.83953,10.47786,45.0,13.0,5.0,7.37191,10.04546,10.28902,773.33333,8.0,3.0,3.0,0.0,0.0,9.7433,9.89419,9.82876,10.27928,200.0,62.5,1,5,3,1,1,1,2,2,2,2,4,3,4,2,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,3,1,4,1,2,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,1,1,3,4,4,1,5,4,2,1,2,1,3,1,1,1,2,2,3,3,4,4,4,5,4,3,1,1,2,3,1,1,1,2,1,1,1,2,2,1,2,1,3,1,2,2,2,2,2,3,3,3,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,3,3,2,3,4,4,3,2,2,3,3,3,3,3,2,3,2,1,1,2,2,1,2,3,3,3,1,2,2,2,2,2,1,1,2,1,2,2,1,2,3,1,2,3,3,2,2,2,2,2,1,2,1,1,2,2,2,2,3,1,2,2,3,1,3,3,3,1,1,4,2,1,2,1,1,1,2,2,1,3,2,2,2,2
9.58,624.485906,609.571862,625.869342,632.046968,620.6079459999999,12.60945,9.15299,9.85265,10.66007,13.15938,10.45984,11.76022,11.28642,11.68007,8.05673,7.99769,7.93271,10.445390000000002,7.35062,10.8815,45.0,13.0,5.0,7.37191,10.04546,10.28902,773.33333,8.0,3.0,3.0,0.0,0.0,9.7433,9.89419,9.82876,10.27928,200.0,62.5,1,4,1,1,1,1,1,2,1,2,5,4,3,2,2,2,2,1,3,3,3,1,2,1,1,1,1,1,3,1,1,1,1,2,2,2,2,2,3,1,4,1,1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,1,3,3,1,1,5,4,2,1,2,1,3,1,1,1,2,2,3,3,4,4,4,5,4,3,1,1,2,3,1,1,1,2,1,1,1,2,2,1,2,1,3,1,2,2,2,2,2,3,3,3,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,3,3,2,3,4,4,3,2,2,3,3,3,3,3,2,3,2,1,1,2,2,1,2,3,3,3,1,2,2,2,2,2,1,1,2,1,2,2,1,2,3,1,2,3,3,2,2,2,2,2,1,2,1,1,2,2,2,2,3,1,2,2,3,1,3,3,3,1,1,4,2,1,2,1,1,1,2,2,1,3,2,2,2,2
10.17,493.320028,470.159734,497.0283500000001,511.69086999999996,453.321718,5.915889999999999,6.93638,12.567489999999998,2.39842,15.04369,2.10925,9.0457,9.60729,10.34719,6.169950000000001,5.4551,5.669340000000001,10.10135,4.99314,7.8339,30.0,10.0,10.0,9.90835,13.752690000000001,11.79092,933.33333,31.0,26.000000000000004,26.000000000000004,3.0,2.0,10.96267,13.6815,13.241339999999997,7.52318,133.33333,133.33333,2,3,1,1,2,2,2,2,2,1,5,1,4,1,1,2,4,4,4,3,1,3,3,1,3,1,3,2,1,1,1,1,1,2,2,2,2,2,3,2,2,1,1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,3,3,4,2,1,1,4,2,1,2,2,1,4,1,1,2,2,2,2,3,3,3,3,3,4,3,2,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,4,3,3,3,4,3,3,4,4,1,2,1,1,1,4,2,2,1,1,1,2,1,2,2,2,3,2,1,1,2
10.000000000000002,484.378294,491.53213,514.8524620000001,504.177768,499.61251999999996,8.12699,3.2450599999999996,10.965,2.39842,9.30655,7.097489999999999,6.42311,8.54792,8.47905,6.169950000000001,6.107649999999999,5.980110000000001,9.422330000000002,8.994789999999998,9.10865,30.0,10.0,10.0,9.90835,13.752690000000001,11.79092,933.33333,31.0,26.000000000000004,26.000000000000004,3.0,2.0,10.96267,13.6815,13.241339999999997,7.52318,133.33333,133.33333,2,3,3,1,2,1,1,1,2,2,5,1,1,1,3,1,4,1,4,3,1,3,3,1,3,2,3,3,2,1,1,1,1,2,2,2,2,1,3,2,2,1,1,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,2,4,2,2,1,4,2,1,2,2,1,4,1,1,2,2,2,2,3,3,3,3,3,4,3,2,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,4,3,3,3,4,3,3,4,4,1,2,1,1,1,4,2,2,1,1,1,2,1,2,2,2,3,2,1,1,2
9.83,357.219078,346.96322,367.64203,393.911192,376.23084200000005,9.59905,8.1539,8.47987,6.96184,10.57259,8.40525,8.338780000000003,7.74295,10.65237,10.54577,9.21443,9.7374,10.10135,12.13203,9.8488,30.0,10.0,10.0,9.90835,13.752690000000001,11.79092,933.33333,31.0,26.000000000000004,26.000000000000004,3.0,2.0,10.96267,13.6815,13.241339999999997,7.52318,133.33333,133.33333,2,1,2,1,1,1,2,1,2,2,2,1,3,1,3,1,1,2,3,2,4,2,2,2,3,2,2,2,3,1,1,1,1,2,2,2,2,3,3,2,1,1,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,1,2,4,1,4,1,4,2,1,2,2,1,4,1,1,2,2,2,2,3,3,3,3,3,4,3,2,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,4,3,3,3,4,3,3,4,4,1,2,1,1,1,4,2,2,1,1,1,2,1,2,2,2,3,2,1,1,2
10.42,495.2582239999999,496.561598,516.112034,529.351748,506.08377200000007,2.95473,5.40935,9.85265,6.1782900000000005,10.98651,7.30132,8.1368,11.74392,11.17158,7.61837,9.21443,8.36223,10.10135,8.994789999999998,13.71967,30.0,10.0,10.0,9.90835,13.752690000000001,11.79092,933.33333,31.0,26.000000000000004,26.000000000000004,3.0,2.0,10.96267,13.6815,13.241339999999997,7.52318,133.33333,133.33333,1,3,3,1,1,2,2,2,2,1,5,3,1,1,1,3,2,1,3,4,1,3,3,1,3,2,3,3,2,1,1,1,2,2,2,1,1,4,2,2,4,1,1,1,6,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,1,2,1,1,1,4,2,1,2,2,1,4,1,1,2,2,2,2,3,3,3,3,3,4,3,2,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,4,3,3,3,4,3,3,4,4,1,2,1,1,1,4,2,2,1,1,1,2,1,2,2,2,3,2,1,1,2
10.25,412.27430399999986,400.416184,440.58629200000007,433.760428,391.4239280000001,9.00789,6.27818,9.85265,5.76416,5.92238,6.39342,4.58611,9.29058,6.714969999999999,7.16522,7.99769,7.49173,7.545869999999999,8.002710000000002,8.04235,30.0,10.0,10.0,9.90835,13.752690000000001,11.79092,933.33333,31.0,26.000000000000004,26.000000000000004,3.0,2.0,10.96267,13.6815,13.241339999999997,7.52318,133.33333,133.33333,1,2,1,1,2,1,2,2,2,2,3,3,3,1,2,1,2,2,1,4,1,2,3,1,3,3,3,3,1,1,1,1,1,2,2,2,2,1,3,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,3,3,4,2,1,4,2,1,2,2,1,4,1,1,2,2,2,2,3,3,3,3,3,4,3,2,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,4,3,3,3,4,3,3,4,4,1,2,1,1,1,4,2,2,1,1,1,2,1,2,2,2,3,2,1,1,2
10.08,461.78924599999993,470.336808,464.5134059999999,455.431928,466.783182,7.90958,9.15299,12.567489999999998,8.83577,7.86603,7.68295,7.84162,5.95459,4.82627,6.169950000000001,8.81024,7.49173,9.422330000000002,7.91212,6.465270000000001,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,2,2,2,2,1,2,1,1,1,2,5,1,3,2,1,1,4,2,4,4,1,3,2,1,2,3,3,3,2,1,1,1,2,2,1,2,2,1,3,2,1,1,1,1,5,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,2,3,3,5,4,2,4,3,1,2,1,2,4,1,1,2,2,2,3,2,3,3,3,3,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,4,1,2,2,2,2,2,2,3,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,2,1,3,2,2,2,3,3,2,2,2,3,4,3,3,3,2,2,2,2,2,1,2,2,3,3,3,4,3,3,4,3,3,2,3,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,4,4,1,2,1,1,1,2,2,2,3,2,3,3,4,2,1,1,4,2,1,3,2,2,2,1,2,2,2,3,3,1,2,2,2,1
10.5,629.9664359999999,650.4601260000001,681.1307199999999,646.797672,633.4610700000001,5.40442,9.15299,12.567489999999998,8.28542,11.50099,8.40525,10.90567,9.60729,8.47905,2.07167,7.57471,5.669340000000001,9.422330000000002,10.83953,7.40977,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,1,5,2,1,2,2,2,2,2,1,5,3,2,1,1,1,1,1,4,1,1,3,2,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,3,3,4,1,1,1,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,1,3,4,4,2,2,4,3,1,2,1,2,4,1,1,2,2,2,3,2,3,3,3,3,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,4,1,2,2,2,2,2,2,3,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,2,1,3,2,2,2,3,3,2,2,2,3,4,3,3,3,2,2,2,2,2,1,2,2,3,3,3,4,3,3,4,3,3,2,3,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,4,4,1,2,1,1,1,2,2,2,3,2,3,3,4,2,1,1,4,2,1,3,2,2,2,1,2,2,2,3,3,1,2,2,2,1
9.83,518.984652,518.79236,516.267082,505.68395200000003,534.089594,7.68647,10.82106,12.567489999999998,9.1701,10.57259,8.96826,7.08813,9.60729,9.3078,7.61837,7.128779999999999,7.264050000000001,10.445390000000002,7.91212,8.88647,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,1,3,3,1,1,1,2,2,2,2,5,3,4,1,1,1,2,3,2,1,2,3,1,1,2,2,2,3,2,1,1,1,1,2,2,2,2,3,3,2,4,1,1,1,5,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,3,2,2,4,3,1,2,1,2,4,1,1,2,2,2,3,2,3,3,3,3,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,4,1,2,2,2,2,2,2,3,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,2,1,3,2,2,2,3,3,2,2,2,3,4,3,3,3,2,2,2,2,2,1,2,2,3,3,3,4,3,3,4,3,3,2,3,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,4,4,1,2,1,1,1,2,2,2,3,2,3,3,4,2,1,1,4,2,1,3,2,2,2,1,2,2,2,3,3,1,2,2,2,1
9.83,428.7562879999999,427.39833799999997,411.7742400000001,432.66135600000007,436.860058,5.40442,8.23773,9.528710000000002,8.83577,9.30655,10.14141,8.72693,8.94299,6.714969999999999,4.87777,10.04897,8.36223,11.61328,12.13203,9.34052,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,2,2,1,2,2,1,2,2,2,2,5,1,4,2,1,1,4,1,4,1,1,3,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,4,1,1,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,3,3,2,2,3,2,1,2,4,3,7,2,4,4,1,1,1,2,2,1,1,1,1,1,1,1,3,3,4,4,4,3,2,1,2,1,1,1,1,2,1,1,2,2,3,2,2,1,2,1,2,2,2,3,3,3,3,3,2,3,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,3,1,1,1,3,1,4,3,2,4,4,4,2,4,4,3,1,1,3,2,2,1,3,4,3,3,1,2,2,3,3,3,3,1,2,3,2,3,3,3,4,2,2,4,4,3,1,3,3,3,2,2,2,2,4,3,3,3,4,4,4,4,4,2,1,1,4,2,1,2,2,1,2,1,2,2,1,1,2,5,3,2,3,2
9.75,379.26412,381.59815,381.758074,391.114836,378.287088,8.12699,7.87932,10.01514,2.39842,9.89746,7.68295,7.19857,7.542070000000001,7.22491,6.20062,2.85854,4.71613,10.445390000000002,7.91212,8.2504,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,2,1,1,2,2,2,1,1,2,1,5,4,3,2,1,1,4,1,1,4,4,3,2,1,3,2,3,3,2,1,1,1,1,2,2,2,2,1,3,2,1,1,1,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,2,4,3,4,2,4,4,1,1,1,2,2,1,1,1,1,1,1,1,3,3,4,4,4,3,2,1,2,1,1,1,1,2,1,1,2,2,3,2,3,1,2,1,2,2,2,3,3,3,3,3,2,3,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,3,1,1,1,3,1,4,3,2,4,4,4,2,4,4,3,1,1,3,2,2,1,3,4,3,3,1,2,2,3,3,3,3,1,2,3,2,3,3,3,4,2,2,4,4,3,1,3,3,3,2,2,2,2,4,3,3,3,4,4,4,4,4,2,1,1,4,2,1,2,2,1,2,1,2,2,1,1,2,5,3,2,3,2
10.08,451.97012800000016,459.67767599999996,479.68557,462.2250120000001,436.6225360000001,7.60675,9.15299,12.567489999999998,9.56347,7.23115,8.58785,7.84162,8.94299,8.47905,9.35253,12.25036,10.61066,8.72843,7.91212,8.45942,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,1,2,1,1,2,1,1,2,2,1,5,4,4,1,1,2,4,2,2,4,1,3,2,1,1,3,2,3,2,1,1,1,1,2,2,2,2,1,3,3,2,2,2,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,1,3,2,2,4,1,4,2,4,4,1,1,1,2,2,1,1,1,1,1,1,1,3,3,4,4,4,3,2,1,2,1,1,1,1,2,1,1,2,2,3,2,2,1,2,1,2,2,2,3,3,3,3,3,2,3,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,3,1,1,1,3,1,4,3,2,4,4,4,2,4,4,3,1,1,3,2,2,1,3,4,3,3,1,2,2,3,3,3,3,1,2,3,2,3,3,3,4,2,2,4,4,3,1,3,3,3,2,2,2,2,4,3,3,3,4,4,4,4,4,2,1,1,4,2,1,2,2,1,2,1,2,2,1,1,2,5,3,2,3,2
9.92,460.488278,416.71827,496.698712,441.25583,436.344412,8.12699,6.61933,7.76886,7.63232,9.89746,8.22519,7.19857,10.892629999999999,10.72985,7.16522,9.21443,8.14839,10.801940000000002,6.80582,10.47786,58.00000000000001,9.0,1.0,7.86029,13.34892,11.79092,773.33333,9.0,29.0,29.0,5.0,8.0,12.58648,8.22671,13.241339999999997,8.0267,166.66667,33.33333,2,2,2,1,1,1,2,2,1,1,1,2,3,1,1,3,2,2,3,3,1,3,3,2,2,2,3,3,3,1,1,1,2,2,2,1,2,1,2,2,4,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,3,1,1,2,2,3,1,2,1,1,4,1,1,2,2,3,3,3,4,4,4,5,5,3,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,2,2,2,3,3,3,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2,3,1,3,2,3,2,2,3,4,4,1,2,1,1,4,2,1,1,1,1,1,2,3,3,2,1,1,1,1,2,3,1,2,1,3,3,2,2,4,1,1,2,2,2,1,2,4,2,1,2,1,1,1,1,2,1,1,1,2,3,2,1,4,3,1,2,1,1,1,3,3,3,1,1,1,2,2,1,2,2,1,2
10.17,671.1937680000001,680.1377759999999,733.166666,666.064948,685.0015879999999,8.77882,12.852619999999998,10.28695,9.56347,10.57259,8.58785,10.90567,12.29825,14.5106,8.90995,13.20593,10.73111,9.761769999999999,10.83953,7.62363,58.00000000000001,9.0,1.0,7.86029,13.34892,11.79092,773.33333,9.0,29.0,29.0,5.0,8.0,12.58648,8.22671,13.241339999999997,8.0267,166.66667,33.33333,1,5,1,1,1,1,2,2,1,1,5,2,3,2,1,1,3,3,2,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,3,1,1,2,1,1,2,1,3,4,1,1,2,2,3,1,2,1,1,4,1,1,2,2,3,3,3,4,4,4,5,5,3,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,2,2,2,3,3,3,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2,3,1,3,2,3,2,2,3,4,4,1,2,1,1,4,2,1,1,1,1,1,2,3,3,2,1,1,1,1,2,3,1,2,1,3,3,2,2,4,1,1,2,2,2,1,2,4,2,1,2,1,1,1,1,2,1,1,1,2,3,2,1,4,3,1,2,1,1,1,3,3,3,1,1,1,2,2,1,2,2,1,2
9.92,668.037818,700.724884,672.99323,665.568556,665.333816,9.51164,10.82106,12.567489999999998,10.66007,10.57259,11.30153,9.8041,11.28642,12.27791,12.02203,13.20593,12.69565,10.10135,10.83953,9.10865,58.00000000000001,9.0,1.0,7.86029,13.34892,11.79092,773.33333,9.0,29.0,29.0,5.0,8.0,12.58648,8.22671,13.241339999999997,8.0267,166.66667,33.33333,1,5,1,1,2,1,2,1,2,1,5,3,3,2,3,1,2,2,3,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,6,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,1,2,4,1,1,2,2,3,1,2,1,1,4,1,1,2,2,3,3,3,4,4,4,5,5,3,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,2,2,2,3,3,3,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2,3,1,3,2,3,2,2,3,4,4,1,2,1,1,4,2,1,1,1,1,1,2,3,3,2,1,1,1,1,2,3,1,2,1,3,3,2,2,4,1,1,2,2,2,1,2,4,2,1,2,1,1,1,1,2,1,1,1,2,3,2,1,4,3,1,2,1,1,1,3,3,3,1,1,1,2,2,1,2,2,1,2
