ASDAGE,ASRREA,ASRLIT,ASRINF,ASRIIE,ASRRSI,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELA,ASBHENA,ASBHELN,ASBHELT,ASBHPCS,ASBHPLR,ACBG06A,ACBG06B,ACBG09,ACBG15,ACBG16,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBR04,ATBR05,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ITSEX,ASRIBM,ASBG03,ASBG04,ASBG05A,ASBG05B,ASBG05C,ASBG05D,ASBG05E,ASBG05F,ASBG05G,ASBG05H,ASBG05I,ASBG06,ASBG07A,ASBG07B,ASBG08A,ASBG08B,ASBG09A,ASBG09B,ASBG09C,ASBG09D,ASBG09E,ASBG09F,ASBG09G,ASBG09H,ASBG10A,ASBG10B,ASBG10C,ASBG10D,ASBG10E,ASBG10F,ASBG11A,ASBG11B,ASBG11C,ASBG11D,ASBG11E,ASBG11F,ASBG11G,ASBG11H,ASBG11I,ASBG11J,ASBR01A,ASBR01B,ASBR01C,ASBR01D,ASBR01E,ASBR01F,ASBR01G,ASBR01H,ASBR01I,ASBR02A,ASBR02B,ASBR02C,ASBR02D,ASBR02E,ASBR03A,ASBR03B,ASBR03C,ASBR04,ASBR05,ASBR06A,ASBR06B,ASBR07A,ASBR07B,ASBR07C,ASBR07D,ASBR07E,ASBR07F,ASBR07G,ASBR07H,ASBR08A,ASBR08B,ASBR08C,ASBR08D,ASBR08E,ASBR08F,ASDGSEC,ASDGSSB,ASDGSB,ASDGERL,ASDGDRL,ASDGSLR,ASDGSCR,ASDG05S,ASDRLOWP,ASBH01A,ASBH01B,ASBH01C,ASBH01D,ASBH01E,ASBH01F,ASBH01G,ASBH01H,ASBH01I,ASBH01J,ASBH01K,ASBH01L,ASBH01M,ASBH01N,ASBH01O,ASBH01P,ASBH01Q,ASBH01R,ASBH02A,ASBH02B,ASBH03A,ASBH03B,ASBH03C,ASBH03D,ASBH03E,ASBH03F,ASBH04,ASBH05AA,ASBH05AB,ASBH05B,ASBH06,ASBH07A,ASBH07B,ASBH07C,ASBH07D,ASBH07E,ASBH07F,ASBH07G,ASBH08A,ASBH08B,ASBH08C,ASBH08D,ASBH08E,ASBH08F,ASBH09,ASBH10,ASBH11A,ASBH11B,ASBH11C,ASBH11D,ASBH11E,ASBH11F,ASBH11G,ASBH11H,ASBH12,ASBH13,ASBH14A,ASBH14B,ASBH14C,ASBH15A,ASBH15B,ASBH16,ASBH17A,ASBH17B,ASBH18AA,ASBH18AB,ASBH18BA,ASBH18BB,ASBH18CA,ASBH18CB,ASBH18DA,ASBH18DB,ASBH18EA,ASBH18EB,ASBH18FA,ASBH18FB,ASBH19,ASBH20A,ASBH20B,ASBH20C,ASBH21A,ASBH21B,ASBH21C,ASBH21D,ASBH22,ASDGHRL,ASDHSES,ASDHELA,ASDHENA,ASDHELN,ASDHELT,ASDHPCS,ASDHPLR,ASDHAPS,ASDHEDUP,ASDHOCCP,ACBG03A,ACBG03B,ACBG04,ACBG05A,ACBG05B,ACBG06C,ACBG07A,ACBG07B,ACBG07C,ACBG08,ACBG10AA,ACBG10AB,ACBG10AC,ACBG10AD,ACBG10AE,ACBG10AF,ACBG10AG,ACBG10AH,ACBG10AI,ACBG10AJ,ACBG10BA,ACBG10BB,ACBG10BC,ACBG10BD,ACBG11A,ACBG11B,ACBG11C,ACBG11D,ACBG11E,ACBG11F,ACBG11G,ACBG11H,ACBG11I,ACBG11J,ACBG11K,ACBG11L,ACBG12A,ACBG12B,ACBG12C,ACBG12D,ACBG12E,ACBG12F,ACBG12G,ACBG12H,ACBG12I,ACBG12J,ACBG13,ACBG14C,ACBG14D,ACBG14E,ACBG14F,ACBG14G,ACBG14H,ACBG14I,ACBG14J,ACBG14K,ACBG14L,ACBG14M,ACBG14N,ACBG17,ACBG18A,ACBG18B,ACBG18C,ACBG19,ACBG20,ACBG21A,ACBG21B,ACBG21C,ACBG21D,ACBG21E,ACBG21F,ACDGRRS,ACDGEAS,ACDGDAS,ACDGSBC,ATBG02,ATBG03,ATBG04,ATBG05AA,ATBG05AB,ATBG05AC,ATBG05AD,ATBG05BA,ATBG05BB,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BH,ATBG05BI,ATBG05BJ,ATBG05BK,ATBG06,ATBG07AA,ATBG07BA,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07AD,ATBG07BD,ATBG07AE,ATBG07BE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08A,ATBG08B,ATBG08C,ATBG08D,ATBG08E,ATBG09A,ATBG09B,ATBG09C,ATBG09D,ATBG10A,ATBG10B,ATBG10C,ATBG10D,ATBG10E,ATBG10F,ATBG10G,ATBG10H,ATBG10I,ATBG10J,ATBG10K,ATBG10L,ATBG11A,ATBG11B,ATBG11C,ATBG11D,ATBG11E,ATBG11F,ATBG11G,ATBG11H,ATBG11I,ATBG12A,ATBG12B,ATBG12C,ATBG12D,ATBG12E,ATBG12F,ATBR03A,ATBR03B,ATBR03C,ATBR03D,ATBR03E,ATBR03F,ATBR03G,ATBR03H,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07AD,ATBR07BA,ATBR07BB,ATBR07BC,ATBR07BD,ATBR08A,ATBR08B,ATBR08C,ATBR08D,ATBR08E,ATBR08F,ATBR08G,ATBR08H,ATBR09A,ATBR09B,ATBR09C,ATBR09D,ATBR09E,ATBR09F,ATBR09G,ATBR09H,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10I,ATBR10J,ATBR10K,ATBR10L,ATBR11A,ATBR11B,ATBR11C,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12C,ATBR12DA,ATBR12DB,ATBR12DC,ATBR12EA,ATBR12EB,ATBR12EC,ATBR12ED,ATBR12EE,ATBR13A,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR15,ATBR16,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18B,ATBR18C,ATBR18D,ATBR18E,ATBR19,ATDGEAS,ATDGSOS,ATDGTJS,ATDGSLI
9.75,506.994786,518.910486,516.0120420000001,494.11331600000005,493.287964,8.37138,10.82106,12.567489999999998,9.56347,11.50099,9.38515,8.428240000000002,10.543369999999998,11.17158,11.33758,10.9917,11.16498,10.445390000000002,8.994789999999998,9.34052,200.0,232.0,60.00000000000001,1.0,1.0,7.37191,11.00684,11.16117,773.33333,15.0,23.000000000000004,23.000000000000004,1.0,1.0,240.00000000000003,80.0,7.93892,7.526649999999999,3.83998,9.01876,200.0,66.66666999999998,1,3,2,3,1,1,1,2,2,1,2,1,1,5,3,3,3,2,1,3,3,3,3,2,2,2,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,2,2,1,2,2,1,1,3,3,4,3,4,3,1,3,2,2,2,3,4,1,4,2,1,1,1,3,4,4,4,4,4,2,3,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,1,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,3,2,2,3,2,2,2,2,4,4,1,1,1,4,4,5,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,2,2,2,4,3,1,1,1,1,2,2,5,1,2,1,1,4,4,4,3,3,3,4,3,4,3,3,2,4,4,1,1,2,2,1,3,3,2,3,2,2,2,1,1,2,1,1,1,1,1,2,1,4,1,1,2,2,3,3,3,4,5,5,5,5,4,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,6,1,2,1,2,2,2,3,3,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,3,2,2,2,1,2,1,2,2,1,1,1,2,3,3,1,3,1,2,2,3,2,4,3,3,5,4,3,2,1,1,4,4,4,2,2,3,3,3,4,4,3,3,2,1,2,1,2,3,2,2,1,4,3,3,3,3,3,4,4,1,4,3,1,1,1,2,3,2,2,2,4,3,1,1,1,2,2,2,3,2,1,2,2,1,2,3,2,3,2,3,4,4,2,1,3,4,4,1,2,1,2,3,3,3,3,4,4,3,4,3,1,3,2,3,2,3,2,2,1,2,1,1,1,1,1,2,4,3,2,3,2
9.75,492.347532,459.768316,495.015178,500.69778800000006,512.385866,8.55821,9.82079,12.567489999999998,7.440709999999999,9.89746,9.86291,7.532170000000001,10.543369999999998,10.34719,11.33758,9.21443,10.1163,10.10135,9.52493,10.8815,200.0,232.0,60.00000000000001,1.0,1.0,7.37191,11.00684,11.16117,773.33333,15.0,23.000000000000004,23.000000000000004,1.0,1.0,240.00000000000003,80.0,7.93892,7.526649999999999,3.83998,9.01876,200.0,66.66666999999998,1,3,1,3,2,1,1,2,2,2,1,2,1,5,3,4,2,2,3,3,4,2,2,3,1,1,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,2,2,2,3,3,3,3,2,3,3,2,2,3,2,1,2,1,2,2,2,2,1,3,2,1,1,2,2,3,2,1,2,2,3,2,1,1,2,2,2,3,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,2,3,1,1,1,2,2,2,2,2,1,2,1,3,3,2,2,3,1,2,2,3,2,1,2,1,2,1,2,2,4,1,1,3,2,1,1,1,2,4,1,1,1,7,6,5,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,1,3,1,2,1,1,1,2,2,5,1,2,1,1,4,4,4,3,3,3,4,3,4,3,3,2,4,4,1,1,2,2,1,3,3,2,3,2,2,2,1,1,2,1,1,1,1,1,2,1,4,1,1,2,2,3,3,3,4,5,5,5,5,4,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,6,1,2,1,2,2,2,3,3,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,3,2,2,2,1,2,1,2,2,1,1,1,2,3,3,1,3,1,2,2,3,2,4,3,3,5,4,3,2,1,1,4,4,4,2,2,3,3,3,4,4,3,3,2,1,2,1,2,3,2,2,1,4,3,3,3,3,3,4,4,1,4,3,1,1,1,2,3,2,2,2,4,3,1,1,1,2,2,2,3,2,1,2,2,1,2,3,2,3,2,3,4,4,2,1,3,4,4,1,2,1,2,3,3,3,3,4,4,3,4,3,1,3,2,3,2,3,2,2,1,2,1,1,1,1,1,2,4,3,2,3,2
9.67,683.029004,673.294388,702.462846,671.6059079999999,705.3556719999999,9.25019,10.82106,10.28695,10.66007,10.98651,12.86202,10.90567,14.4206,12.96465,9.35253,7.99769,8.57506,13.91988,8.46496,10.8815,200.0,232.0,60.00000000000001,1.0,1.0,7.37191,11.00684,11.16117,773.33333,15.0,23.000000000000004,23.000000000000004,1.0,1.0,240.00000000000003,80.0,7.93892,7.526649999999999,3.83998,9.01876,200.0,66.66666999999998,1,5,1,5,2,1,1,1,2,2,2,1,1,5,4,4,2,2,3,3,2,1,1,1,1,4,2,1,1,1,1,1,4,4,3,3,4,4,4,4,4,4,1,1,1,1,2,1,2,1,1,4,3,3,3,3,1,1,4,1,4,1,1,1,1,4,1,1,1,2,1,1,1,2,4,4,4,2,1,1,1,2,1,1,3,2,1,1,2,2,2,1,2,2,3,2,3,2,2,2,2,2,2,3,1,1,1,2,2,2,2,2,1,1,1,5,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,3,1,1,3,1,1,1,1,4,5,1,1,1,7,8,5,10,10,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,1,2,1,4,1,1,1,1,1,2,2,5,1,2,1,1,4,4,4,3,3,3,4,3,4,3,3,2,4,4,1,1,2,2,1,3,3,2,3,2,2,2,1,1,2,1,1,1,1,1,2,1,4,1,1,2,2,3,3,3,4,5,5,5,5,4,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,6,1,2,1,2,2,2,3,3,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,3,2,2,2,1,2,1,2,2,1,1,1,2,3,3,1,3,1,2,2,3,2,4,3,3,5,4,3,2,1,1,4,4,4,2,2,3,3,3,4,4,3,3,2,1,2,1,2,3,2,2,1,4,3,3,3,3,3,4,4,1,4,3,1,1,1,2,3,2,2,2,4,3,1,1,1,2,2,2,3,2,1,2,2,1,2,3,2,3,2,3,4,4,2,1,3,4,4,1,2,1,2,3,3,3,3,4,4,3,4,3,1,3,2,3,2,3,2,2,1,2,1,1,1,1,1,2,4,3,2,3,2
10.5,619.41795,586.116688,609.160318,578.15945,636.448592,8.55821,8.64972,9.264140000000001,10.0428,10.21804,9.86291,9.8041,7.74295,6.52496,5.584780000000001,5.4551,5.32476,9.0796,7.91212,7.40977,200.0,232.0,60.00000000000001,1.0,1.0,7.37191,11.00684,11.16117,773.33333,15.0,23.000000000000004,23.000000000000004,1.0,1.0,240.00000000000003,80.0,7.93892,7.526649999999999,3.83998,9.01876,200.0,66.66666999999998,1,4,3,1,2,1,1,1,2,2,2,2,2,5,3,4,2,1,2,3,1,3,3,4,2,1,3,2,2,1,1,1,3,1,4,4,4,4,4,4,4,3,1,2,1,2,2,1,1,1,1,2,3,2,4,3,2,3,3,1,3,3,2,4,1,4,2,1,1,1,1,2,1,2,3,4,4,2,2,1,1,2,2,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,1,1,1,2,2,2,2,2,1,2,1,5,3,2,3,2,3,4,4,2,2,2,2,2,2,2,1,4,3,3,3,3,3,3,3,3,1,1,2,2,1,3,3,5,12,12,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3,4,4,7,1,1,1,2,2,5,1,2,1,1,4,4,4,3,3,3,4,3,4,3,3,2,4,4,1,1,2,2,1,3,3,2,3,2,2,2,1,1,2,1,1,1,1,1,2,1,4,1,1,2,2,3,3,3,4,5,5,5,5,4,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,6,1,2,1,2,2,2,3,3,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,3,2,2,2,1,2,1,2,2,1,1,1,2,3,3,1,3,1,2,2,3,2,4,3,3,5,4,3,2,1,1,4,4,4,2,2,3,3,3,4,4,3,3,2,1,2,1,2,3,2,2,1,4,3,3,3,3,3,4,4,1,4,3,1,1,1,2,3,2,2,2,4,3,1,1,1,2,2,2,3,2,1,2,2,1,2,3,2,3,2,3,4,4,2,1,3,4,4,1,2,1,2,3,3,3,3,4,4,3,4,3,1,3,2,3,2,3,2,2,1,2,1,1,1,1,1,2,4,3,2,3,2
10.58,608.823024,590.9596779999999,603.88307,587.668272,629.159346,10.97885,12.852619999999998,10.28695,13.33453,11.50099,11.30153,11.76022,8.54792,7.22491,8.48851,10.9917,9.65595,10.445390000000002,12.13203,7.62363,190.0,232.0,150.0,10.0,5.0,8.13929,10.04546,10.28902,734.66667,32.0,25.0,25.0,1.0,4.0,280.0,150.0,8.83963,12.35702,13.241339999999997,9.680369999999998,221.66667,118.75000000000001,2,4,1,3,1,1,2,1,2,2,1,2,2,5,3,3,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,4,4,1,1,2,1,2,3,1,1,1,4,2,1,1,1,1,1,1,3,4,4,4,1,1,1,1,2,1,1,2,2,2,3,2,1,1,3,1,3,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,3,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,4,3,3,2,2,2,3,3,3,1,1,1,1,1,4,4,5,6,12,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,2,1,3,3,3,4,2,1,1,2,2,5,1,2,1,1,4,3,3,3,3,2,3,3,3,3,4,3,3,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,3,2,2,2,1,3,5,4,3,1,1,2,1,3,2,2,2,2,2,2,2,2,1,2,1,5,6,1,2,1,2,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,3,3,2,2,2,2,2,3,3,4,3,3,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,4,2,3,2,2,4,4,4,3,4,2,4,1,1,2,2,2,1,2,4,3,3,3,1,1,2,3,1,3,1,1,2,3,3,3,1,3,3,3,4,4,2,2,3,3,3,1,1,1,1,4,2,2,2,3,3,3,4,4,1,4,2,1,1,2,2,1,3,3,3,1,1,2,3,3,5,3,1,1,2
10.58,410.0801880000001,403.61130600000007,416.503636,407.3812,380.5742819999999,8.77882,7.87932,9.85265,7.440709999999999,12.18062,11.30153,6.83123,8.94299,8.92588,8.48851,8.81024,8.57506,10.10135,10.83953,8.88647,190.0,232.0,150.0,10.0,5.0,8.13929,10.04546,10.28902,734.66667,32.0,25.0,25.0,1.0,4.0,280.0,150.0,8.83963,12.35702,13.241339999999997,9.680369999999998,221.66667,118.75000000000001,2,2,2,2,2,1,2,2,2,2,1,2,2,3,3,3,2,1,2,3,1,3,3,2,2,2,2,3,3,1,2,1,4,4,1,4,4,4,4,4,4,4,2,1,4,3,3,3,1,2,2,3,4,3,4,4,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,3,1,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,3,3,2,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,4,5,5,6,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,3,2,2,2,1,1,2,2,5,1,2,1,1,4,3,3,3,3,2,3,3,3,3,4,3,3,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,3,2,2,2,1,3,5,4,3,1,1,2,1,3,2,2,2,2,2,2,2,2,1,2,1,5,6,1,2,1,2,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,3,3,2,2,2,2,2,3,3,4,3,3,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,4,2,3,2,2,4,4,4,3,4,2,4,1,1,2,2,2,1,2,4,3,3,3,1,1,2,3,1,3,1,1,2,3,3,3,1,3,3,3,4,4,2,2,3,3,3,1,1,1,1,4,2,2,2,3,3,3,4,4,1,4,2,1,1,2,2,1,3,3,3,1,1,2,3,3,5,3,1,1,2
10.42,512.120862,525.655084,518.2765959999999,510.02179000000007,497.850808,11.61875,7.58262,7.50627,10.0428,10.57259,8.58785,8.1368,8.54792,7.22491,6.686340000000001,7.99769,7.264050000000001,7.545869999999999,12.13203,10.8815,190.0,232.0,150.0,10.0,5.0,8.13929,10.04546,10.28902,734.66667,32.0,25.0,25.0,1.0,4.0,280.0,150.0,8.83963,12.35702,13.241339999999997,9.680369999999998,221.66667,118.75000000000001,2,3,3,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,2,2,1,3,2,1,1,3,1,2,2,1,3,4,4,3,1,1,1,3,1,2,1,1,1,2,2,4,3,4,2,2,4,3,4,2,3,3,2,3,4,3,2,1,1,2,2,1,3,3,2,1,2,3,1,2,2,3,3,2,2,3,2,2,2,3,3,3,2,3,3,2,2,2,3,2,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,3,4,3,3,3,3,4,1,1,1,1,1,1,2,2,3,1,1,3,1,1,1,1,1,1,1,1,1,3,2,5,6,4,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,1,1,2,4,2,2,1,1,2,2,5,1,2,1,1,4,3,3,3,3,2,3,3,3,3,4,3,3,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,3,2,2,2,1,3,5,4,3,1,1,2,1,3,2,2,2,2,2,2,2,2,1,2,1,5,6,1,2,1,2,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,3,3,2,2,2,2,2,3,3,4,3,3,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,4,2,3,2,2,4,4,4,3,4,2,4,1,1,2,2,2,1,2,4,3,3,3,1,1,2,3,1,3,1,1,2,3,3,3,1,3,3,3,4,4,2,2,3,3,3,1,1,1,1,4,2,2,2,3,3,3,4,4,1,4,2,1,1,2,2,1,3,3,3,1,1,2,3,3,5,3,1,1,2
10.42,615.814692,592.7059299999999,646.7548680000001,605.77584,606.694502,9.00789,9.82079,10.965,8.28542,12.18062,7.30132,10.90567,10.892629999999999,11.17158,12.02203,10.9917,11.47732,11.61328,10.83953,10.47786,190.0,232.0,150.0,10.0,5.0,8.13929,10.04546,10.28902,734.66667,32.0,25.0,25.0,1.0,4.0,280.0,150.0,8.83963,12.35702,13.241339999999997,9.680369999999998,221.66667,118.75000000000001,2,4,1,2,1,1,1,1,1,1,1,1,2,5,4,4,1,1,1,1,1,4,4,2,1,3,2,2,1,1,1,1,4,4,4,3,4,4,4,4,4,4,2,1,2,1,1,4,4,1,1,3,3,4,4,4,1,1,4,2,1,4,4,2,3,4,3,2,3,4,4,3,1,4,4,4,4,2,1,1,2,1,3,1,3,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,5,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,3,2,1,2,1,1,1,1,3,3,1,1,1,7,6,5,10,10,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,4,1,1,2,1,1,2,2,5,1,2,1,1,4,3,3,3,3,2,3,3,3,3,4,3,3,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,3,2,2,2,1,3,5,4,3,1,1,2,1,3,2,2,2,2,2,2,2,2,1,2,1,5,6,1,2,1,2,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,3,3,2,2,2,2,2,3,3,4,3,3,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,4,2,3,2,2,4,4,4,3,4,2,4,1,1,2,2,2,1,2,4,3,3,3,1,1,2,3,1,3,1,1,2,3,3,3,1,3,3,3,4,4,2,2,3,3,3,1,1,1,1,4,2,2,2,3,3,3,4,4,1,4,2,1,1,2,2,1,3,3,3,1,1,2,3,3,5,3,1,1,2
10.33,385.350002,399.81556,429.606052,376.52122,376.40282400000007,9.79644,8.23773,12.567489999999998,13.33453,11.50099,14.87956,10.28978,8.94299,8.47905,8.48851,9.21443,8.78784,9.422330000000002,10.83953,8.67085,190.0,232.0,150.0,10.0,5.0,8.13929,10.04546,10.28902,734.66667,32.0,25.0,25.0,1.0,4.0,280.0,150.0,8.83963,12.35702,13.241339999999997,9.680369999999998,221.66667,118.75000000000001,2,1,3,2,2,2,2,1,1,2,2,2,1,5,4,1,3,1,1,3,1,3,1,1,3,1,3,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,4,3,4,3,3,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,4,4,4,4,4,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,1,2,2,3,1,1,1,1,2,2,2,2,3,1,1,4,4,2,3,3,3,2,1,2,1,1,1,1,2,1,1,2,3,2,2,3,2,2,3,3,1,2,2,2,2,3,4,6,6,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,1,2,4,4,2,2,1,1,2,2,5,1,2,1,1,4,3,3,3,3,2,3,3,3,3,4,3,3,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,3,2,2,2,1,3,5,4,3,1,1,2,1,3,2,2,2,2,2,2,2,2,1,2,1,5,6,1,2,1,2,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,3,3,2,2,2,2,2,3,3,4,3,3,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,4,2,3,2,2,4,4,4,3,4,2,4,1,1,2,2,2,1,2,4,3,3,3,1,1,2,3,1,3,1,1,2,3,3,3,1,3,3,3,4,4,2,2,3,3,3,1,1,1,1,4,2,2,2,3,3,3,4,4,1,4,2,1,1,2,2,1,3,3,3,1,1,2,3,3,5,3,1,1,2
10.25,574.76435,578.672182,586.391526,565.11805,597.50789,10.12086,12.852619999999998,12.567489999999998,13.33453,15.04369,10.45984,11.76022,11.28642,11.68007,8.48851,8.81024,8.57506,7.97118,7.91212,8.88647,190.0,232.0,150.0,10.0,5.0,8.13929,10.04546,10.28902,734.66667,32.0,25.0,25.0,1.0,4.0,280.0,150.0,8.83963,12.35702,13.241339999999997,9.680369999999998,221.66667,118.75000000000001,2,4,2,4,1,2,2,1,2,2,1,2,1,5,3,3,2,1,2,3,1,1,1,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,1,4,2,1,2,2,3,2,4,1,1,1,1,1,1,1,3,4,4,4,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,3,3,2,3,2,2,1,1,2,2,3,1,1,2,2,2,2,2,2,1,2,1,4,4,3,3,3,3,3,2,4,2,2,2,2,2,2,1,3,3,2,2,3,2,2,2,2,4,4,1,1,1,5,5,5,10,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,3,2,2,4,2,1,2,1,1,2,2,5,1,2,1,1,4,3,3,3,3,2,3,3,3,3,4,3,3,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,3,2,2,2,1,3,5,4,3,1,1,2,1,3,2,2,2,2,2,2,2,2,1,2,1,5,6,1,2,1,2,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,3,3,2,2,2,2,2,3,3,4,3,3,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,4,2,3,2,2,4,4,4,3,4,2,4,1,1,2,2,2,1,2,4,3,3,3,1,1,2,3,1,3,1,1,2,3,3,3,1,3,3,3,4,4,2,2,3,3,3,1,1,1,1,4,2,2,2,3,3,3,4,4,1,4,2,1,1,2,2,1,3,3,3,1,1,2,3,3,5,3,1,1,2
